LEVEL,Div Num,Div Name,Sch Num,Sch Name,Sch Type,Low Grade,High Grade,Subject,Grade,Test,2020-2021 Pass Rate,2021-2022 Pass Rate,2022-2023 Pass Rate,2020-2021 Adv Pass Rate,2021-2022 Adv Pass Rate,2022-2023 Adv Pass Rate
SCH,1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,50,67,65,3,7,5
SCH,1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5.0,English: Reading,Gr 4,English Reading,56,67,62,6,11,9
SCH,1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5.0,English: Reading,Gr 5,English Reading,45,68,67,7,7,3
SCH,1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5.0,History and Social Sciences,Gr 5,History,0,,,0,,
SCH,1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5.0,History and Social Sciences,Content Specific,VA Studies,,72,65,,21,11
SCH,1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5.0,Mathematics,Gr 3,Mathematics,38,76,70,3,5,10
SCH,1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5.0,Mathematics,Gr 4,Mathematics,28,56,69,4,5,0
SCH,1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5.0,Mathematics,Gr 5,Mathematics,34,66,67,3,3,9
SCH,1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5.0,Science,Gr 5,Science,34,72,64,6,16,9
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,English: Reading,End of Course,English Reading,74,75,80,13,13,12
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,English: Writing,End of Course,Writing,63,64,68,6,9,8
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,History and Social Sciences,End of Course,Geography,46,55,56,3,5,1
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,History and Social Sciences,End of Course,VA & US History,9,16,8,0,0,0
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,History and Social Sciences,End of Course,World History I,13,24,0,0,1,0
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,History and Social Sciences,End of Course,World History II,3,10,0,0,0,0
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,Mathematics,End of Course,Algebra I,55,73,76,0,1,2
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,Mathematics,End of Course,Algebra II,67,0,,19,0,
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,Mathematics,End of Course,Geometry,69,79,95,0,14,0
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,Mathematics,End of Course,Mathematics,,0,,,0,
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,Science,End of Course,Biology,50,56,51,1,4,4
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,Science,End of Course,Chemistry,13,0,0,0,0,0
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,Science,End of Course,Earth Science,85,85,22,8,8,0
SCH,1,Accomack County ,540,Arcadia High,High,9,12.0,Science,End of Course,Science,,0,,,0,
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,English: Reading,Gr 6,English Reading,55,59,61,6,6,5
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,English: Reading,Gr 7,English Reading,57,61,52,3,7,4
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,English: Reading,Gr 8,English Reading,50,69,60,4,5,6
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,English: Writing,Gr 8,Writing,34,50,38,1,4,2
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,History and Social Sciences,Gr 8,History,0,,,0,,
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,History and Social Sciences,Content Specific,Civics & Econ,,77,73,,9,17
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,Mathematics,Gr 6,Mathematics,38,54,61,2,4,8
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,Mathematics,Gr 7,Mathematics,32,61,42,0,1,0
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,Mathematics,Gr 8,Mathematics,29,42,62,0,1,5
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,Mathematics,End of Course,Algebra I,100,100,0,28,71,0
SCH,1,Accomack County ,704,Arcadia Middle ,Middle,6,8.0,Science,Gr 8,Science,42,55,53,1,0,2
SCH,1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,57,63,79,3,11,15
SCH,1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5.0,English: Reading,Gr 4,English Reading,76,47,81,11,11,14
SCH,1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5.0,English: Reading,Gr 5,English Reading,67,62,63,9,6,12
SCH,1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5.0,History and Social Sciences,Content Specific,VA Studies,,30,70,,5,16
SCH,1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5.0,Mathematics,Gr 3,Mathematics,49,54,79,3,3,15
SCH,1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5.0,Mathematics,Gr 4,Mathematics,54,50,84,8,5,16
SCH,1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5.0,Mathematics,Gr 5,Mathematics,58,68,70,6,4,5
SCH,1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5.0,Science,Gr 5,Science,52,66,60,6,9,14
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,English: Reading,Gr 6,English Reading,74,77,86,20,11,12
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,English: Reading,Gr 7,English Reading,75,82,85,16,10,18
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,English: Reading,Gr 8,English Reading,80,76,86,10,6,12
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,English: Reading,End of Course,English Reading,88,92,95,32,32,19
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,English: Writing,Gr 8,Writing,78,60,68,20,14,16
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,English: Writing,End of Course,Writing,84,90,83,16,38,14
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,History and Social Sciences,Content Specific,Civics & Econ,,86,84,,14,14
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,History and Social Sciences,End of Course,Geography,76,40,71,0,0,0
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,History and Social Sciences,End of Course,VA & US History,0,17,13,0,0,0
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,History and Social Sciences,End of Course,World History I,27,67,59,9,11,0
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,History and Social Sciences,End of Course,World History II,29,44,,0,6,
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,Mathematics,Gr 6,Mathematics,59,86,78,7,17,12
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,Mathematics,Gr 7,Mathematics,78,76,82,22,16,24
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,Mathematics,Gr 8,Mathematics,74,91,90,8,9,18
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,Mathematics,End of Course,Algebra I,93,95,95,7,18,17
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,Mathematics,End of Course,Algebra II,,,0,,,0
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,Mathematics,End of Course,Geometry,89,0,0,0,0,0
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,Science,Gr 8,Science,67,76,74,5,6,2
SCH,1,Accomack County ,580,Chincoteague High,Combined,6,12.0,Science,End of Course,Biology,89,85,93,11,7,15
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,48,48,42,4,6,3
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,English: Reading,Gr 4,English Reading,57,55,68,11,4,8
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,English: Reading,Gr 5,English Reading,51,55,59,6,6,1
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,History and Social Sciences,Gr 5,History,0,,,0,,
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,History and Social Sciences,Content Specific,VA Studies,,47,56,,13,10
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,Mathematics,Gr 3,Mathematics,26,37,38,1,3,0
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,Mathematics,Gr 4,Mathematics,33,39,44,4,3,3
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,Mathematics,Gr 5,Mathematics,22,35,46,0,4,1
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,Remote English: Reading,Gr 4,English Reading,0,,,0,,
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,Remote Mathematics,Gr 4,Mathematics,0,,,0,,
SCH,1,Accomack County ,600,Kegotank Elementary,Elem,PK,5.0,Science,Gr 5,Science,30,42,47,4,9,4
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,46,46,36,4,1,1
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,English: Reading,Gr 4,English Reading,47,65,57,5,6,8
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,English: Reading,Gr 5,English Reading,45,57,64,4,3,1
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,History and Social Sciences,Content Specific,VA Studies,,68,60,,18,19
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,Mathematics,Gr 3,Mathematics,24,42,47,1,0,1
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,Mathematics,Gr 4,Mathematics,34,55,49,0,4,8
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,Mathematics,Gr 5,Mathematics,29,42,60,4,0,4
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,Remote English: Reading,Gr 3,English Reading,0,,,0,,
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,Remote Mathematics,Gr 3,Mathematics,0,,,0,,
SCH,1,Accomack County ,702,Metompkin Elementary,Elem,PK,5.0,Science,Gr 5,Science,15,41,60,1,5,6
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,English: Reading,End of Course,English Reading,76,87,85,7,17,17
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,English: Writing,End of Course,Writing,67,71,67,10,14,12
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,History and Social Sciences,End of Course,Geography,41,55,42,3,2,1
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,History and Social Sciences,End of Course,VA & US History,27,18,31,3,0,0
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,History and Social Sciences,End of Course,World History I,25,43,59,2,3,7
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,History and Social Sciences,End of Course,World History II,0,20,13,0,0,0
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,Mathematics,End of Course,Algebra I,74,88,96,0,1,6
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,Mathematics,End of Course,Algebra II,88,0,0,4,0,0
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,Mathematics,End of Course,Geometry,97,98,100,10,16,7
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,Mathematics,End of Course,Mathematics,,0,0,,0,0
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,Science,End of Course,Biology,68,75,79,3,10,5
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,Science,End of Course,Chemistry,0,,0,0,,0
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,Science,End of Course,Earth Science,0,,,0,,
SCH,1,Accomack County ,70,Nandua High,High,9,12.0,Science,End of Course,Science,,0,0,,0,0
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,English: Reading,Gr 6,English Reading,67,70,69,13,5,11
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,English: Reading,Gr 7,English Reading,67,78,68,5,9,10
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,English: Reading,Gr 8,English Reading,67,78,81,1,11,9
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,English: Writing,Gr 8,Writing,54,62,65,10,11,19
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,History and Social Sciences,Gr 8,History,0,,,0,,
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,History and Social Sciences,Content Specific,Civics & Econ,,64,70,,5,6
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,Mathematics,Gr 6,Mathematics,52,68,71,6,4,6
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,Mathematics,Gr 7,Mathematics,28,58,58,0,1,2
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,Mathematics,Gr 8,Mathematics,47,84,76,1,6,4
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,Mathematics,End of Course,Algebra I,95,100,100,15,40,29
SCH,1,Accomack County ,703,Nandua Middle,Middle,6,8.0,Science,Gr 8,Science,53,62,70,5,5,5
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,41,57,62,5,4,3
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,English: Reading,Gr 4,English Reading,48,67,70,8,9,9
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,English: Reading,Gr 5,English Reading,48,61,67,7,6,5
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,History and Social Sciences,Content Specific,VA Studies,,45,81,,3,25
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,Mathematics,Gr 3,Mathematics,37,60,59,6,3,0
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,Mathematics,Gr 4,Mathematics,37,51,54,0,1,3
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,Mathematics,Gr 5,Mathematics,48,75,76,7,1,4
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,Remote English: Reading,Gr 3,English Reading,0,,,0,,
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,Remote Mathematics,Gr 3,Mathematics,0,,,0,,
SCH,1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5.0,Science,Gr 5,Science,38,54,72,4,11,18
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,English: Reading,Gr 3,English Reading,60,,0,0,,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,English: Reading,Gr 4,English Reading,0,80,,0,20,
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,English: Reading,Gr 5,English Reading,0,0,100,0,0,20
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,English: Reading,Gr 6,English Reading,0,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,English: Reading,Gr 7,English Reading,0,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,English: Reading,Gr 8,English Reading,0,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,English: Reading,End of Course,English Reading,78,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,English: Writing,Gr 8,Writing,0,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,English: Writing,End of Course,Writing,63,80,0,0,20,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,History and Social Sciences,Content Specific,Civics & Econ,,0,0,,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,History and Social Sciences,Content Specific,VA Studies,,0,,,0,
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,History and Social Sciences,End of Course,Geography,0,,,0,,
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,History and Social Sciences,End of Course,VA & US History,,,0,,,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,History and Social Sciences,End of Course,World History I,,0,0,,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Mathematics,Gr 3,Mathematics,20,,0,0,,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Mathematics,Gr 4,Mathematics,0,60,,0,0,
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Mathematics,Gr 5,Mathematics,0,0,60,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Mathematics,Gr 6,Mathematics,0,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Mathematics,Gr 7,Mathematics,0,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Mathematics,Gr 8,Mathematics,0,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Mathematics,End of Course,Algebra I,20,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Mathematics,End of Course,Algebra II,,,0,,,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Science,Gr 5,Science,0,0,60,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Science,Gr 8,Science,0,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Science,End of Course,Biology,0,0,0,0,0,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Science,End of Course,Chemistry,,,0,,,0
SCH,1,Accomack County ,530,Tangier Combined,Combined,KG,12.0,Science,End of Course,Earth Science,0,,,0,,
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,55,44,55,9,6,9
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,English: Reading,Gr 4,English Reading,54,61,49,3,11,14
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,English: Reading,Gr 5,English Reading,50,75,61,5,8,3
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,History and Social Sciences,Content Specific,VA Studies,,80,72,,16,21
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Mathematics,Gr 3,Mathematics,34,45,59,3,6,7
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Mathematics,Gr 4,Mathematics,53,48,56,0,8,8
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Mathematics,Gr 5,Mathematics,35,69,55,0,5,5
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Remote English: Reading,Gr 3,English Reading,60,,,10,,
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Remote English: Reading,Gr 4,English Reading,60,,,13,,
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Remote English: Reading,Gr 5,English Reading,50,,,4,,
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Remote Mathematics,Gr 3,Mathematics,10,,,0,,
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Remote Mathematics,Gr 4,Mathematics,80,,,0,,
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Remote Mathematics,Gr 5,Mathematics,62,,,8,,
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Remote Science,Gr 5,Science,62,,,12,,
SCH,2,Albemarle County ,160,Agnor-Hurt Elementary,Elem,PK,5.0,Science,Gr 5,Science,26,59,56,11,7,6
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,English: Reading,End of Course,English Reading,85,80,82,37,31,32
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,English: Writing,End of Course,Writing,100,40,83,50,0,33
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,History and Social Sciences,End of Course,VA & US History,43,29,43,0,7,0
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,History and Social Sciences,End of Course,World History I,70,69,0,14,15,0
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,History and Social Sciences,End of Course,World History II,43,41,0,7,3,0
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,Mathematics,End of Course,Algebra I,43,59,68,2,1,0
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,Mathematics,End of Course,Algebra II,90,76,87,26,19,17
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,Mathematics,End of Course,Geometry,73,70,69,2,3,1
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,Mathematics,End of Course,Mathematics,,33,80,,17,20
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,Science,End of Course,Biology,68,64,65,7,7,7
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,Science,End of Course,Chemistry,75,78,76,38,28,7
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,Science,End of Course,Earth Science,57,51,60,2,4,2
SCH,2,Albemarle County ,880,Albemarle High,High,9,12.0,Science,End of Course,Science,,67,80,,17,60
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,English: Reading,Gr 3,English Reading,75,75,66,18,17,11
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,English: Reading,Gr 4,English Reading,86,83,82,26,32,28
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,English: Reading,Gr 5,English Reading,74,75,75,9,9,17
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,History and Social Sciences,Content Specific,VA Studies,,58,61,,7,12
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Mathematics,Gr 3,Mathematics,64,60,69,15,4,11
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Mathematics,Gr 4,Mathematics,73,79,80,15,23,22
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Mathematics,Gr 5,Mathematics,65,67,80,7,12,26
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Mathematics,Gr 6,Mathematics,,,0,,,0
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Remote English: Reading,Gr 3,English Reading,86,,,14,,
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Remote English: Reading,Gr 4,English Reading,0,,,0,,
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Remote English: Reading,Gr 5,English Reading,0,,,0,,
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Remote Mathematics,Gr 3,Mathematics,86,,,0,,
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Remote Mathematics,Gr 4,Mathematics,0,,,0,,
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Remote Mathematics,Gr 5,Mathematics,0,,,0,,
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Remote Science,Gr 5,Science,0,,,0,,
SCH,2,Albemarle County ,1053,Baker-Butler Elem,Elem,PK,5.0,Science,Gr 5,Science,56,57,70,7,10,20
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,72,76,71,18,20,14
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,English: Reading,Gr 4,English Reading,70,80,85,18,15,29
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,English: Reading,Gr 5,English Reading,74,79,80,6,7,8
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,History and Social Sciences,Content Specific,VA Studies,,64,82,,12,18
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Mathematics,Gr 3,Mathematics,76,86,74,0,12,11
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Mathematics,Gr 4,Mathematics,66,76,87,0,7,23
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Mathematics,Gr 5,Mathematics,65,72,82,19,5,6
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Remote English: Reading,Gr 3,English Reading,86,,,0,,
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Remote English: Reading,Gr 4,English Reading,0,,,0,,
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Remote English: Reading,Gr 5,English Reading,33,,,0,,
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Remote Mathematics,Gr 3,Mathematics,100,,,0,,
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Remote Mathematics,Gr 4,Mathematics,0,,,0,,
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Remote Mathematics,Gr 5,Mathematics,17,,,0,,
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Remote Science,Gr 5,Science,50,,,0,,
SCH,2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5.0,Science,Gr 5,Science,52,58,78,10,7,4
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,English: Reading,Gr 3,English Reading,89,82,75,11,17,22
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,English: Reading,Gr 4,English Reading,80,87,77,21,25,13
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,English: Reading,Gr 5,English Reading,92,84,91,25,19,30
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,History and Social Sciences,Content Specific,VA Studies,,73,85,,17,43
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Mathematics,Gr 3,Mathematics,83,80,78,14,22,23
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Mathematics,Gr 4,Mathematics,63,82,70,3,20,16
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Mathematics,Gr 5,Mathematics,77,80,86,24,20,32
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Remote English: Reading,Gr 3,English Reading,96,,,25,,
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Remote English: Reading,Gr 4,English Reading,71,,,35,,
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Remote English: Reading,Gr 5,English Reading,75,,,13,,
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Remote Mathematics,Gr 3,Mathematics,92,,,13,,
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Remote Mathematics,Gr 4,Mathematics,65,,,12,,
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Remote Mathematics,Gr 5,Mathematics,75,,,13,,
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Remote Science,Gr 5,Science,60,,,13,,
SCH,2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5.0,Science,Gr 5,Science,73,66,83,15,13,33
