Div Num,Div Name,Subject,Grade,Test,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate,2021-2022 Adv Pass Rate,2022-2023 Adv Pass Rate,2023-2024 Adv Pass Rate
1,Accomack County ,English: Reading,Gr 3,English Reading,55,53,54,5,4,5
1,Accomack County ,English: Reading,Gr 4,English Reading,62,65,63,8,9,9
1,Accomack County ,English: Reading,Gr 5,English Reading,60,64,61,5,4,5
1,Accomack County ,English: Reading,Gr 6,English Reading,66,68,69,6,9,7
1,Accomack County ,English: Reading,Gr 7,English Reading,71,63,66,8,8,7
1,Accomack County ,English: Reading,Gr 8,English Reading,73,73,66,7,8,6
1,Accomack County ,English: Reading,End of Course,English Reading,82,84,82,17,15,18
1,Accomack County ,English: Writing,Gr 8,Writing,56,54,81,8,12,10
1,Accomack County ,English: Writing,End of Course,Writing,70,69,65,14,10,7
1,Accomack County ,History and Social Sciences,Content Specific,Civics & Econ,73,73,76,8,12,14
1,Accomack County ,History and Social Sciences,Content Specific,VA Studies,54,66,60,12,17,16
1,Accomack County ,History and Social Sciences,End of Course,Geography,54,52,71,4,1,2
1,Accomack County ,History and Social Sciences,End of Course,VA & US History,16,19,31,0,0,1
1,Accomack County ,History and Social Sciences,End of Course,World History I,38,59,57,3,5,0
1,Accomack County ,History and Social Sciences,End of Course,World History II,26,0,36,3,0,5
1,Accomack County ,Mathematics,Gr 3,Mathematics,53,55,50,3,4,5
1,Accomack County ,Mathematics,Gr 4,Mathematics,50,57,59,3,5,4
1,Accomack County ,Mathematics,Gr 5,Mathematics,56,63,56,2,4,6
1,Accomack County ,Mathematics,Gr 6,Mathematics,63,67,71,5,8,9
1,Accomack County ,Mathematics,Gr 7,Mathematics,63,53,59,4,3,2
1,Accomack County ,Mathematics,Gr 8,Mathematics,64,71,66,4,6,4
1,Accomack County ,Mathematics,End of Course,Algebra I,83,87,89,8,7,3
1,Accomack County ,Mathematics,End of Course,Algebra II,0,0,0,0,0,0
1,Accomack County ,Mathematics,End of Course,Geometry,90,96,98,14,4,5
1,Accomack County ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
1,Accomack County ,Science,Gr 5,Science,53,60,59,10,9,12
1,Accomack County ,Science,Gr 8,Science,59,63,56,3,4,3
1,Accomack County ,Science,End of Course,Biology,67,68,72,7,6,4
1,Accomack County ,Science,End of Course,Chemistry,0,0,0,0,0,0
1,Accomack County ,Science,End of Course,Earth Science,85,22,53,8,0,0
1,Accomack County ,Science,End of Course,Science,0,0,0,0,0,0
2,Albemarle County ,English: Reading,Gr 3,English Reading,66,64,70,14,13,15
2,Albemarle County ,English: Reading,Gr 4,English Reading,74,73,74,21,21,21
2,Albemarle County ,English: Reading,Gr 5,English Reading,72,72,73,12,14,15
2,Albemarle County ,English: Reading,Gr 6,English Reading,76,71,75,21,17,21
2,Albemarle County ,English: Reading,Gr 7,English Reading,77,77,73,19,21,14
2,Albemarle County ,English: Reading,Gr 8,English Reading,74,77,76,20,19,21
2,Albemarle County ,English: Reading,End of Course,English Reading,86,85,84,34,34,33
2,Albemarle County ,English: Writing,Gr 8,Writing,66,64,,24,23,
2,Albemarle County ,English: Writing,End of Course,Writing,73,81,78,33,32,33
2,Albemarle County ,History and Social Sciences,Content Specific,Civics & Econ,73,78,78,23,24,23
2,Albemarle County ,History and Social Sciences,Content Specific,VA Studies,59,69,69,15,24,24
2,Albemarle County ,History and Social Sciences,End of Course,Geography,75,0,0,7,0,0
2,Albemarle County ,History and Social Sciences,End of Course,VA & US History,43,43,0,6,0,0
2,Albemarle County ,History and Social Sciences,End of Course,World History I,71,8,0,12,0,0
2,Albemarle County ,History and Social Sciences,End of Course,World History II,37,0,0,3,0,0
2,Albemarle County ,Mathematics,Gr 3,Mathematics,61,64,69,12,13,13
2,Albemarle County ,Mathematics,Gr 4,Mathematics,66,69,72,17,19,22
2,Albemarle County ,Mathematics,Gr 5,Mathematics,63,69,71,13,17,20
2,Albemarle County ,Mathematics,Gr 6,Mathematics,68,68,71,19,18,23
2,Albemarle County ,Mathematics,Gr 7,Mathematics,56,53,53,2,3,3
2,Albemarle County ,Mathematics,Gr 8,Mathematics,38,44,50,1,2,4
2,Albemarle County ,Mathematics,End of Course,Algebra I,77,80,83,10,11,10
2,Albemarle County ,Mathematics,End of Course,Algebra II,76,88,89,13,13,12
2,Albemarle County ,Mathematics,End of Course,Geometry,84,81,85,17,15,14
2,Albemarle County ,Mathematics,End of Course,Mathematics,39,0,57,17,0,0
2,Albemarle County ,Science,Gr 5,Science,54,63,65,9,18,24
2,Albemarle County ,Science,Gr 8,Science,63,69,69,8,14,13
2,Albemarle County ,Science,End of Course,Biology,69,70,75,11,10,10
2,Albemarle County ,Science,End of Course,Chemistry,77,67,45,21,6,6
2,Albemarle County ,Science,End of Course,Earth Science,60,63,60,4,3,4
2,Albemarle County ,Science,End of Course,Science,44,0,57,22,0,0
101,Alexandria City ,English: Reading,Gr 3,English Reading,59,60,56,10,10,10
101,Alexandria City ,English: Reading,Gr 4,English Reading,60,60,64,12,13,13
101,Alexandria City ,English: Reading,Gr 5,English Reading,61,59,62,10,8,10
101,Alexandria City ,English: Reading,Gr 6,English Reading,56,53,57,11,10,10
101,Alexandria City ,English: Reading,Gr 7,English Reading,64,55,58,12,10,8
101,Alexandria City ,English: Reading,Gr 8,English Reading,60,59,56,12,12,10
101,Alexandria City ,English: Reading,End of Course,English Reading,68,75,72,22,26,21
101,Alexandria City ,English: Writing,Gr 8,Writing,57,54,,16,15,
101,Alexandria City ,English: Writing,End of Course,Writing,68,82,71,22,35,33
101,Alexandria City ,History and Social Sciences,Content Specific,Civics & Econ,69,72,67,19,21,18
101,Alexandria City ,History and Social Sciences,Content Specific,VA Studies,59,63,62,19,19,19
101,Alexandria City ,History and Social Sciences,End of Course,Geography,90,94,94,5,11,13
101,Alexandria City ,History and Social Sciences,End of Course,VA & US History,30,30,57,0,1,1
101,Alexandria City ,History and Social Sciences,End of Course,World History I,43,48,32,3,5,0
101,Alexandria City ,History and Social Sciences,End of Course,World History II,17,14,18,1,1,6
101,Alexandria City ,Mathematics,Gr 3,Mathematics,50,58,56,7,8,9
101,Alexandria City ,Mathematics,Gr 4,Mathematics,45,49,57,2,2,10
101,Alexandria City ,Mathematics,Gr 5,Mathematics,47,58,52,5,7,2
101,Alexandria City ,Mathematics,Gr 6,Mathematics,44,44,49,7,5,8
101,Alexandria City ,Mathematics,Gr 7,Mathematics,46,49,49,5,6,6
101,Alexandria City ,Mathematics,Gr 8,Mathematics,50,29,38,0,0,6
101,Alexandria City ,Mathematics,End of Course,Algebra I,49,58,64,3,5,5
101,Alexandria City ,Mathematics,End of Course,Algebra II,88,66,73,8,11,22
101,Alexandria City ,Mathematics,End of Course,Geometry,54,45,48,4,4,3
101,Alexandria City ,Mathematics,End of Course,Mathematics,71,0,0,12,0,0
101,Alexandria City ,Science,Gr 5,Science,51,59,59,13,14,19
101,Alexandria City ,Science,Gr 8,Science,46,48,46,4,6,4
101,Alexandria City ,Science,End of Course,Biology,53,56,60,8,5,4
101,Alexandria City ,Science,End of Course,Chemistry,34,24,14,6,0,0
101,Alexandria City ,Science,End of Course,Earth Science,26,30,30,0,0,0
101,Alexandria City ,Science,End of Course,Science,75,0,0,13,0,0
3,Alleghany Highlands ,English: Reading,Gr 3,English Reading,69,69,67,9,9,7
3,Alleghany Highlands ,English: Reading,Gr 4,English Reading,62,67,71,6,9,12
3,Alleghany Highlands ,English: Reading,Gr 5,English Reading,75,61,68,7,6,5
3,Alleghany Highlands ,English: Reading,Gr 6,English Reading,64,65,51,5,3,6
3,Alleghany Highlands ,English: Reading,Gr 7,English Reading,70,65,60,4,5,4
3,Alleghany Highlands ,English: Reading,Gr 8,English Reading,63,58,58,4,6,5
3,Alleghany Highlands ,English: Reading,End of Course,English Reading,81,81,67,19,17,11
3,Alleghany Highlands ,English: Writing,Gr 8,Writing,45,45,,5,4,
3,Alleghany Highlands ,English: Writing,End of Course,Writing,55,55,100,7,4,0
3,Alleghany Highlands ,History and Social Sciences,Content Specific,Civics & Econ,75,69,62,23,15,5
3,Alleghany Highlands ,History and Social Sciences,Content Specific,VA Studies,66,61,62,13,13,22
3,Alleghany Highlands ,History and Social Sciences,End of Course,Geography,50,43,74,2,1,3
3,Alleghany Highlands ,History and Social Sciences,End of Course,VA & US History,29,18,22,0,0,0
3,Alleghany Highlands ,History and Social Sciences,End of Course,World History I,52,56,47,4,3,3
3,Alleghany Highlands ,History and Social Sciences,End of Course,World History II,44,11,7,4,0,0
3,Alleghany Highlands ,Mathematics,Gr 3,Mathematics,70,73,76,10,12,13
3,Alleghany Highlands ,Mathematics,Gr 4,Mathematics,56,65,71,3,7,8
3,Alleghany Highlands ,Mathematics,Gr 5,Mathematics,72,63,72,10,8,10
3,Alleghany Highlands ,Mathematics,Gr 6,Mathematics,50,52,40,1,1,0
3,Alleghany Highlands ,Mathematics,Gr 7,Mathematics,55,56,46,3,1,1
3,Alleghany Highlands ,Mathematics,Gr 8,Mathematics,45,35,28,2,1,1
3,Alleghany Highlands ,Mathematics,End of Course,Algebra I,74,69,68,1,2,2
3,Alleghany Highlands ,Mathematics,End of Course,Algebra II,,0,0,,0,0
3,Alleghany Highlands ,Mathematics,End of Course,Geometry,81,65,69,2,2,0
3,Alleghany Highlands ,Mathematics,End of Course,Mathematics,0,0,58,0,0,25
3,Alleghany Highlands ,Science,Gr 5,Science,64,57,65,10,8,11
3,Alleghany Highlands ,Science,Gr 8,Science,52,43,49,4,3,2
3,Alleghany Highlands ,Science,End of Course,Biology,53,55,61,6,5,1
3,Alleghany Highlands ,Science,End of Course,Chemistry,0,0,0,0,0,0
3,Alleghany Highlands ,Science,End of Course,Earth Science,68,73,61,2,2,0
3,Alleghany Highlands ,Science,End of Course,Science,0,0,50,0,0,50
4,Amelia County ,English: Reading,Gr 3,English Reading,52,38,38,7,2,6
4,Amelia County ,English: Reading,Gr 4,English Reading,57,57,50,4,6,5
4,Amelia County ,English: Reading,Gr 5,English Reading,59,51,56,4,5,4
4,Amelia County ,English: Reading,Gr 6,English Reading,73,66,67,13,6,6
4,Amelia County ,English: Reading,Gr 7,English Reading,65,68,45,5,11,3
4,Amelia County ,English: Reading,Gr 8,English Reading,68,63,67,7,3,7
4,Amelia County ,English: Reading,End of Course,English Reading,77,78,83,15,18,17
4,Amelia County ,English: Writing,Gr 8,Writing,56,43,,5,2,
4,Amelia County ,English: Writing,End of Course,Writing,0,0,0,0,0,0
4,Amelia County ,History and Social Sciences,Content Specific,Civics & Econ,65,74,67,7,12,9
4,Amelia County ,History and Social Sciences,Content Specific,VA Studies,46,21,55,7,3,19
4,Amelia County ,History and Social Sciences,End of Course,Geography,0,0,0,0,0,0
4,Amelia County ,History and Social Sciences,End of Course,VA & US History,7,16,27,0,0,0
4,Amelia County ,History and Social Sciences,End of Course,World History I,59,63,61,6,5,5
4,Amelia County ,History and Social Sciences,End of Course,World History II,23,11,21,0,0,0
4,Amelia County ,Mathematics,Gr 3,Mathematics,60,45,57,8,2,8
4,Amelia County ,Mathematics,Gr 4,Mathematics,54,43,50,3,0,4
4,Amelia County ,Mathematics,Gr 5,Mathematics,65,71,56,7,7,7
4,Amelia County ,Mathematics,Gr 6,Mathematics,46,40,50,2,4,1
4,Amelia County ,Mathematics,Gr 7,Mathematics,31,39,32,3,1,1
4,Amelia County ,Mathematics,Gr 8,Mathematics,58,62,63,1,5,1
4,Amelia County ,Mathematics,End of Course,Algebra I,78,82,85,1,5,7
4,Amelia County ,Mathematics,End of Course,Algebra II,96,100,92,0,18,0
4,Amelia County ,Mathematics,End of Course,Geometry,78,80,67,3,0,2
4,Amelia County ,Mathematics,End of Course,Mathematics,0,0,,0,0,
4,Amelia County ,Science,Gr 5,Science,49,60,53,6,6,9
4,Amelia County ,Science,Gr 8,Science,53,50,53,3,3,2
4,Amelia County ,Science,End of Course,Biology,60,55,58,5,1,1
4,Amelia County ,Science,End of Course,Chemistry,0,0,0,0,0,0
4,Amelia County ,Science,End of Course,Earth Science,62,68,60,1,3,3
4,Amelia County ,Science,End of Course,Science,0,0,,0,0,
5,Amherst County ,English: Reading,Gr 3,English Reading,57,63,66,8,6,9
5,Amherst County ,English: Reading,Gr 4,English Reading,64,70,70,9,7,11
5,Amherst County ,English: Reading,Gr 5,English Reading,62,67,65,5,4,5
5,Amherst County ,English: Reading,Gr 6,English Reading,65,66,70,7,6,4
5,Amherst County ,English: Reading,Gr 7,English Reading,63,74,72,5,8,5
5,Amherst County ,English: Reading,Gr 8,English Reading,59,69,78,7,7,7
5,Amherst County ,English: Reading,End of Course,English Reading,86,83,84,21,15,17
5,Amherst County ,English: Writing,Gr 8,Writing,49,51,,7,11,
5,Amherst County ,English: Writing,End of Course,Writing,73,73,67,19,16,13
5,Amherst County ,History and Social Sciences,Content Specific,Civics & Econ,57,61,59,3,6,5
5,Amherst County ,History and Social Sciences,Content Specific,VA Studies,56,57,51,12,11,10
5,Amherst County ,History and Social Sciences,End of Course,Geography,0,37,29,0,0,0
5,Amherst County ,History and Social Sciences,End of Course,VA & US History,57,36,25,0,0,0
5,Amherst County ,History and Social Sciences,End of Course,World History I,47,61,62,3,7,7
5,Amherst County ,History and Social Sciences,End of Course,World History II,40,38,16,0,0,0
5,Amherst County ,Mathematics,Gr 3,Mathematics,60,63,64,2,6,7
5,Amherst County ,Mathematics,Gr 4,Mathematics,56,62,62,5,5,5
5,Amherst County ,Mathematics,Gr 5,Mathematics,51,61,59,4,5,3
5,Amherst County ,Mathematics,Gr 6,Mathematics,51,35,45,3,1,2
5,Amherst County ,Mathematics,Gr 7,Mathematics,53,62,64,2,3,5
5,Amherst County ,Mathematics,Gr 8,Mathematics,46,55,62,1,1,2
5,Amherst County ,Mathematics,End of Course,Algebra I,69,84,83,3,3,4
5,Amherst County ,Mathematics,End of Course,Algebra II,0,0,0,0,0,0
5,Amherst County ,Mathematics,End of Course,Geometry,67,74,76,2,7,4
5,Amherst County ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
5,Amherst County ,Science,Gr 5,Science,45,54,62,7,6,12
5,Amherst County ,Science,Gr 8,Science,44,51,46,1,4,3
5,Amherst County ,Science,End of Course,Biology,60,58,62,4,5,4
5,Amherst County ,Science,End of Course,Chemistry,0,0,0,0,0,0
5,Amherst County ,Science,End of Course,Earth Science,57,68,74,3,6,0
5,Amherst County ,Science,End of Course,Science,0,0,0,0,0,0
6,Appomattox County ,English: Reading,Gr 3,English Reading,70,67,80,14,13,15
6,Appomattox County ,English: Reading,Gr 4,English Reading,70,73,71,10,19,18
6,Appomattox County ,English: Reading,Gr 5,English Reading,75,69,71,11,7,9
6,Appomattox County ,English: Reading,Gr 6,English Reading,73,69,70,12,10,8
6,Appomattox County ,English: Reading,Gr 7,English Reading,74,74,73,8,10,11
6,Appomattox County ,English: Reading,Gr 8,English Reading,67,74,79,9,6,11
6,Appomattox County ,English: Reading,End of Course,English Reading,91,85,79,24,16,18
6,Appomattox County ,English: Writing,Gr 8,Writing,53,54,,10,8,
6,Appomattox County ,English: Writing,End of Course,Writing,78,100,0,9,13,0
6,Appomattox County ,History and Social Sciences,Content Specific,Civics & Econ,77,78,82,29,17,18
6,Appomattox County ,History and Social Sciences,Content Specific,VA Studies,68,79,70,18,30,31
6,Appomattox County ,History and Social Sciences,End of Course,Geography,60,61,58,3,2,1
6,Appomattox County ,History and Social Sciences,End of Course,VA & US History,18,38,17,0,0,0
6,Appomattox County ,History and Social Sciences,End of Course,World History I,89,89,69,13,5,6
6,Appomattox County ,History and Social Sciences,End of Course,World History II,0,6,25,0,0,6
6,Appomattox County ,Mathematics,Gr 3,Mathematics,75,75,83,11,14,15
6,Appomattox County ,Mathematics,Gr 4,Mathematics,69,74,74,6,9,13
6,Appomattox County ,Mathematics,Gr 5,Mathematics,64,70,70,12,8,10
6,Appomattox County ,Mathematics,Gr 6,Mathematics,61,66,63,6,11,5
6,Appomattox County ,Mathematics,Gr 7,Mathematics,59,66,77,0,6,14
6,Appomattox County ,Mathematics,Gr 8,Mathematics,53,56,64,3,1,4
6,Appomattox County ,Mathematics,End of Course,Algebra I,79,79,84,8,1,9
6,Appomattox County ,Mathematics,End of Course,Algebra II,94,87,88,0,3,5
6,Appomattox County ,Mathematics,End of Course,Geometry,85,90,0,3,10,0
6,Appomattox County ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
6,Appomattox County ,Science,Gr 5,Science,69,65,67,14,10,11
6,Appomattox County ,Science,Gr 8,Science,57,60,66,2,5,4
6,Appomattox County ,Science,End of Course,Biology,74,65,73,4,4,1
6,Appomattox County ,Science,End of Course,Chemistry,0,0,0,0,0,0
6,Appomattox County ,Science,End of Course,Earth Science,0,0,50,0,0,0
6,Appomattox County ,Science,End of Course,Science,0,0,0,0,0,0
7,Arlington County ,English: Reading,Gr 3,English Reading,77,76,77,19,19,18
7,Arlington County ,English: Reading,Gr 4,English Reading,79,79,81,25,26,25
7,Arlington County ,English: Reading,Gr 5,English Reading,79,80,81,18,19,19
7,Arlington County ,English: Reading,Gr 6,English Reading,79,79,78,27,26,25
7,Arlington County ,English: Reading,Gr 7,English Reading,80,78,78,19,22,18
7,Arlington County ,English: Reading,Gr 8,English Reading,80,80,80,22,21,21
7,Arlington County ,English: Reading,End of Course,English Reading,88,86,87,39,37,32
7,Arlington County ,English: Writing,Gr 8,Writing,75,74,,26,29,
7,Arlington County ,English: Writing,End of Course,Writing,86,84,86,40,34,36
7,Arlington County ,History and Social Sciences,Content Specific,Civics & Econ,76,84,86,27,27,26
7,Arlington County ,History and Social Sciences,Content Specific,VA Studies,75,80,77,38,35,34
7,Arlington County ,History and Social Sciences,End of Course,Geography,76,27,30,10,2,0
7,Arlington County ,History and Social Sciences,End of Course,VA & US History,52,62,71,4,10,6
7,Arlington County ,History and Social Sciences,End of Course,World History I,63,0,0,2,0,0
7,Arlington County ,History and Social Sciences,End of Course,World History II,45,19,22,4,11,0
7,Arlington County ,Mathematics,Gr 3,Mathematics,75,79,77,18,22,22
7,Arlington County ,Mathematics,Gr 4,Mathematics,73,78,78,24,26,27
7,Arlington County ,Mathematics,Gr 5,Mathematics,73,78,78,25,29,29
7,Arlington County ,Mathematics,Gr 6,Mathematics,66,70,72,15,14,14
7,Arlington County ,Mathematics,Gr 7,Mathematics,37,46,53,2,1,1
7,Arlington County ,Mathematics,Gr 8,Mathematics,73,76,77,14,15,16
7,Arlington County ,Mathematics,End of Course,Algebra I,87,91,90,15,19,15
7,Arlington County ,Mathematics,End of Course,Algebra II,89,89,93,17,15,28
7,Arlington County ,Mathematics,End of Course,Geometry,90,90,92,22,22,21
7,Arlington County ,Mathematics,End of Course,Mathematics,50,64,36,25,9,0
7,Arlington County ,Science,Gr 5,Science,65,73,74,18,23,25
7,Arlington County ,Science,Gr 8,Science,72,72,76,14,14,14
7,Arlington County ,Science,End of Course,Biology,78,77,81,17,15,10
7,Arlington County ,Science,End of Course,Chemistry,64,53,50,12,7,6
7,Arlington County ,Science,End of Course,Earth Science,49,48,39,5,0,0
7,Arlington County ,Science,End of Course,Science,40,73,57,25,36,14
8,Augusta County ,English: Reading,Gr 3,English Reading,63,64,64,9,7,9
8,Augusta County ,English: Reading,Gr 4,English Reading,71,70,69,10,13,9
8,Augusta County ,English: Reading,Gr 5,English Reading,74,70,64,8,6,5
8,Augusta County ,English: Reading,Gr 6,English Reading,67,72,69,10,8,9
8,Augusta County ,English: Reading,Gr 7,English Reading,71,64,70,10,9,7
8,Augusta County ,English: Reading,Gr 8,English Reading,72,64,68,11,9,10
8,Augusta County ,English: Reading,End of Course,English Reading,90,85,85,27,25,22
8,Augusta County ,English: Writing,Gr 8,Writing,59,52,,9,9,
8,Augusta County ,English: Writing,End of Course,Writing,81,66,37,25,7,8
8,Augusta County ,History and Social Sciences,Content Specific,Civics & Econ,74,72,66,17,15,14
8,Augusta County ,History and Social Sciences,Content Specific,VA Studies,78,70,67,29,26,18
8,Augusta County ,History and Social Sciences,End of Course,Geography,78,76,76,11,10,9
8,Augusta County ,History and Social Sciences,End of Course,VA & US History,29,27,27,0,0,0
8,Augusta County ,History and Social Sciences,End of Course,World History I,55,23,18,0,7,0
8,Augusta County ,History and Social Sciences,End of Course,World History II,53,43,0,6,7,0
8,Augusta County ,Mathematics,Gr 3,Mathematics,67,73,70,8,9,9
8,Augusta County ,Mathematics,Gr 4,Mathematics,67,69,69,9,9,6
8,Augusta County ,Mathematics,Gr 5,Mathematics,70,67,62,10,7,6
8,Augusta County ,Mathematics,Gr 6,Mathematics,56,60,58,6,4,4
8,Augusta County ,Mathematics,Gr 7,Mathematics,64,66,69,7,8,6
8,Augusta County ,Mathematics,Gr 8,Mathematics,61,52,51,5,0,1
8,Augusta County ,Mathematics,End of Course,Algebra I,87,90,90,8,9,10
8,Augusta County ,Mathematics,End of Course,Algebra II,95,0,0,25,0,0
8,Augusta County ,Mathematics,End of Course,Geometry,90,79,87,6,6,12
8,Augusta County ,Mathematics,End of Course,Mathematics,71,58,75,21,33,8
8,Augusta County ,Science,Gr 5,Science,63,64,62,11,12,17
8,Augusta County ,Science,Gr 8,Science,66,61,61,5,5,5
8,Augusta County ,Science,End of Course,Biology,73,74,77,9,10,6
8,Augusta County ,Science,End of Course,Chemistry,0,0,0,0,0,0
8,Augusta County ,Science,End of Course,Earth Science,79,78,78,9,7,6
8,Augusta County ,Science,End of Course,Science,79,83,67,43,58,25
9,Bath County ,English: Reading,Gr 3,English Reading,46,61,78,0,6,8
9,Bath County ,English: Reading,Gr 4,English Reading,50,73,81,13,9,19
9,Bath County ,English: Reading,Gr 5,English Reading,59,56,76,5,3,7
9,Bath County ,English: Reading,Gr 6,English Reading,65,63,85,6,5,15
9,Bath County ,English: Reading,Gr 7,English Reading,58,81,71,6,5,4
9,Bath County ,English: Reading,Gr 8,English Reading,62,61,82,8,11,3
9,Bath County ,English: Reading,End of Course,English Reading,95,91,94,38,39,22
9,Bath County ,English: Writing,Gr 8,Writing,41,46,,8,5,
9,Bath County ,English: Writing,End of Course,Writing,100,93,88,16,30,12
9,Bath County ,History and Social Sciences,Content Specific,Civics & Econ,74,89,67,6,20,5
9,Bath County ,History and Social Sciences,Content Specific,VA Studies,45,67,61,16,16,3
9,Bath County ,History and Social Sciences,End of Course,Geography,58,50,63,8,0,2
9,Bath County ,History and Social Sciences,End of Course,VA & US History,0,0,0,0,0,0
9,Bath County ,History and Social Sciences,End of Course,World History I,0,0,0,0,0,0
9,Bath County ,History and Social Sciences,End of Course,World History II,0,0,0,0,0,0
9,Bath County ,Mathematics,Gr 3,Mathematics,71,78,75,5,3,8
9,Bath County ,Mathematics,Gr 4,Mathematics,47,75,76,9,5,5
9,Bath County ,Mathematics,Gr 5,Mathematics,75,76,74,2,9,7
9,Bath County ,Mathematics,Gr 6,Mathematics,85,74,73,21,5,12
9,Bath County ,Mathematics,Gr 7,Mathematics,71,92,76,9,8,4
9,Bath County ,Mathematics,Gr 8,Mathematics,61,72,81,0,5,4
9,Bath County ,Mathematics,End of Course,Algebra I,100,93,94,3,3,8
9,Bath County ,Mathematics,End of Course,Algebra II,0,,0,0,,0
9,Bath County ,Mathematics,End of Course,Geometry,90,91,0,0,0,0
9,Bath County ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
9,Bath County ,Science,Gr 5,Science,81,59,80,7,29,32
9,Bath County ,Science,Gr 8,Science,73,47,84,0,5,5
9,Bath County ,Science,End of Course,Biology,77,60,76,0,0,0
9,Bath County ,Science,End of Course,Earth Science,0,0,0,0,0,0
9,Bath County ,Science,End of Course,Science,0,0,0,0,0,0
10,Bedford County ,English: Reading,Gr 3,English Reading,70,71,70,11,14,12
10,Bedford County ,English: Reading,Gr 4,English Reading,78,77,80,17,18,16
10,Bedford County ,English: Reading,Gr 5,English Reading,80,74,73,13,12,11
10,Bedford County ,English: Reading,Gr 6,English Reading,75,74,77,15,14,14
10,Bedford County ,English: Reading,Gr 7,English Reading,69,73,77,10,11,11
10,Bedford County ,English: Reading,Gr 8,English Reading,72,69,78,10,11,12
10,Bedford County ,English: Reading,End of Course,English Reading,87,90,86,25,28,22
10,Bedford County ,English: Writing,Gr 8,Writing,53,53,,8,13,
10,Bedford County ,English: Writing,End of Course,Writing,79,81,79,28,24,21
10,Bedford County ,History and Social Sciences,Content Specific,Civics & Econ,66,74,73,16,18,17
10,Bedford County ,History and Social Sciences,Content Specific,VA Studies,72,75,79,22,30,31
10,Bedford County ,History and Social Sciences,End of Course,Geography,0,46,73,0,0,5
10,Bedford County ,History and Social Sciences,End of Course,VA & US History,38,52,37,0,4,1
10,Bedford County ,History and Social Sciences,End of Course,World History I,58,64,61,6,9,0
10,Bedford County ,History and Social Sciences,End of Course,World History II,30,21,7,2,2,1
10,Bedford County ,Mathematics,Gr 3,Mathematics,70,77,77,9,14,13
10,Bedford County ,Mathematics,Gr 4,Mathematics,71,75,82,10,11,14
10,Bedford County ,Mathematics,Gr 5,Mathematics,77,72,74,14,12,15
10,Bedford County ,Mathematics,Gr 6,Mathematics,66,66,75,10,10,13
10,Bedford County ,Mathematics,Gr 7,Mathematics,42,51,56,2,1,1
10,Bedford County ,Mathematics,Gr 8,Mathematics,57,61,74,5,3,4
10,Bedford County ,Mathematics,End of Course,Algebra I,82,82,85,5,7,9
10,Bedford County ,Mathematics,End of Course,Algebra II,95,95,81,20,14,12
10,Bedford County ,Mathematics,End of Course,Geometry,92,84,82,11,13,13
10,Bedford County ,Mathematics,End of Course,Mathematics,80,82,0,40,45,0
10,Bedford County ,Science,Gr 5,Science,67,70,68,14,19,18
10,Bedford County ,Science,Gr 8,Science,50,61,64,3,5,0
10,Bedford County ,Science,End of Course,Biology,71,65,68,8,5,4
10,Bedford County ,Science,End of Course,Chemistry,0,0,42,0,0,0
10,Bedford County ,Science,End of Course,Earth Science,66,65,76,4,5,6
10,Bedford County ,Science,End of Course,Science,100,73,80,90,64,40
11,Bland County ,English: Reading,Gr 3,English Reading,68,62,57,6,2,4
11,Bland County ,English: Reading,Gr 4,English Reading,57,72,66,18,18,6
11,Bland County ,English: Reading,Gr 5,English Reading,69,73,70,6,24,4
11,Bland County ,English: Reading,Gr 6,English Reading,74,80,73,19,13,15
11,Bland County ,English: Reading,Gr 7,English Reading,76,79,82,9,11,9
11,Bland County ,English: Reading,Gr 8,English Reading,75,64,76,15,10,11
11,Bland County ,English: Reading,End of Course,English Reading,96,94,91,27,29,33
11,Bland County ,English: Writing,Gr 8,Writing,61,41,,10,6,
11,Bland County ,English: Writing,End of Course,Writing,84,88,98,22,27,20
11,Bland County ,History and Social Sciences,Content Specific,Civics & Econ,83,72,74,24,14,10
11,Bland County ,History and Social Sciences,Content Specific,VA Studies,58,76,74,14,22,23
11,Bland County ,History and Social Sciences,End of Course,Geography,82,85,85,10,10,13
11,Bland County ,History and Social Sciences,End of Course,VA & US History,0,0,0,0,0,0
11,Bland County ,History and Social Sciences,End of Course,World History I,64,84,96,7,11,50
11,Bland County ,History and Social Sciences,End of Course,World History II,0,0,0,0,0,0
11,Bland County ,Mathematics,Gr 3,Mathematics,85,83,78,15,8,2
11,Bland County ,Mathematics,Gr 4,Mathematics,57,74,64,2,6,4
11,Bland County ,Mathematics,Gr 5,Mathematics,58,82,64,6,16,2
11,Bland County ,Mathematics,Gr 6,Mathematics,79,82,77,14,7,17
11,Bland County ,Mathematics,Gr 7,Mathematics,70,67,65,4,6,4
11,Bland County ,Mathematics,Gr 8,Mathematics,49,44,65,0,4,4
11,Bland County ,Mathematics,End of Course,Algebra I,94,96,98,9,14,9
11,Bland County ,Mathematics,End of Course,Algebra II,0,0,,0,0,
11,Bland County ,Mathematics,End of Course,Geometry,59,85,80,3,5,0
