Div Num,Div Name,Subject,Grade,Test,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate,2021-2022 Adv Pass Rate,2022-2023 Adv Pass Rate,2023-2024 Adv Pass Rate
136,Chesapeake City ,Science,End of Course,Earth Science,83,76,78,9,10,11
136,Chesapeake City ,Science,End of Course,Science,60,62,74,38,44,26
21,Chesterfield County ,English: Reading,Gr 3,English Reading,68,67,66,10,10,10
21,Chesterfield County ,English: Reading,Gr 4,English Reading,72,74,73,14,15,14
21,Chesterfield County ,English: Reading,Gr 5,English Reading,72,72,71,10,10,9
21,Chesterfield County ,English: Reading,Gr 6,English Reading,64,67,67,9,11,10
21,Chesterfield County ,English: Reading,Gr 7,English Reading,66,65,67,8,9,8
21,Chesterfield County ,English: Reading,Gr 8,English Reading,67,69,67,10,9,8
21,Chesterfield County ,English: Reading,End of Course,English Reading,86,85,82,22,19,21
21,Chesterfield County ,English: Writing,Gr 8,Writing,57,58,,14,15,
21,Chesterfield County ,English: Writing,End of Course,Writing,67,68,66,15,14,14
21,Chesterfield County ,History and Social Sciences,Content Specific,Civics & Econ,70,72,71,18,18,16
21,Chesterfield County ,History and Social Sciences,Content Specific,VA Studies,62,64,66,21,21,22
21,Chesterfield County ,History and Social Sciences,End of Course,Geography,80,79,69,11,11,7
21,Chesterfield County ,History and Social Sciences,End of Course,VA & US History,36,35,30,5,3,1
21,Chesterfield County ,History and Social Sciences,End of Course,World History I,64,65,67,7,7,8
21,Chesterfield County ,History and Social Sciences,End of Course,World History II,49,25,24,6,1,2
21,Chesterfield County ,Mathematics,Gr 3,Mathematics,64,67,68,7,11,10
21,Chesterfield County ,Mathematics,Gr 4,Mathematics,62,67,69,10,11,12
21,Chesterfield County ,Mathematics,Gr 5,Mathematics,46,51,54,2,2,2
21,Chesterfield County ,Mathematics,Gr 6,Mathematics,55,58,62,6,7,7
21,Chesterfield County ,Mathematics,Gr 7,Mathematics,82,87,91,10,13,15
21,Chesterfield County ,Mathematics,Gr 8,Mathematics,53,56,57,6,6,7
21,Chesterfield County ,Mathematics,End of Course,Algebra I,74,76,81,9,9,8
21,Chesterfield County ,Mathematics,End of Course,Algebra II,70,72,81,8,12,16
21,Chesterfield County ,Mathematics,End of Course,Geometry,65,67,72,5,5,5
21,Chesterfield County ,Mathematics,End of Course,Mathematics,58,72,58,25,19,10
21,Chesterfield County ,Science,Gr 5,Science,59,68,68,14,16,18
21,Chesterfield County ,Science,Gr 8,Science,55,55,56,3,4,4
21,Chesterfield County ,Science,End of Course,Biology,69,70,73,8,7,4
21,Chesterfield County ,Science,End of Course,Chemistry,52,24,25,2,0,3
21,Chesterfield County ,Science,End of Course,Earth Science,71,68,72,6,5,7
21,Chesterfield County ,Science,End of Course,Science,73,79,63,44,32,21
22,Clarke County ,English: Reading,Gr 3,English Reading,64,63,63,8,8,12
22,Clarke County ,English: Reading,Gr 4,English Reading,64,64,70,12,7,15
22,Clarke County ,English: Reading,Gr 5,English Reading,81,66,73,12,15,8
22,Clarke County ,English: Reading,Gr 6,English Reading,65,66,71,12,10,13
22,Clarke County ,English: Reading,Gr 7,English Reading,82,60,66,17,5,8
22,Clarke County ,English: Reading,Gr 8,English Reading,70,75,66,6,13,4
22,Clarke County ,English: Reading,End of Course,English Reading,90,92,86,25,29,23
22,Clarke County ,English: Writing,Gr 8,Writing,51,64,,3,14,
22,Clarke County ,English: Writing,End of Course,Writing,84,85,82,24,24,27
22,Clarke County ,History and Social Sciences,Content Specific,Civics & Econ,70,78,65,20,24,7
22,Clarke County ,History and Social Sciences,Content Specific,VA Studies,49,51,70,10,5,27
22,Clarke County ,History and Social Sciences,End of Course,Geography,72,68,86,5,7,5
22,Clarke County ,History and Social Sciences,End of Course,VA & US History,0,67,59,0,20,0
22,Clarke County ,History and Social Sciences,End of Course,World History I,0,,,0,,
22,Clarke County ,History and Social Sciences,End of Course,World History II,83,71,77,14,16,16
22,Clarke County ,Mathematics,Gr 3,Mathematics,62,64,72,5,10,6
22,Clarke County ,Mathematics,Gr 4,Mathematics,50,52,62,6,5,10
22,Clarke County ,Mathematics,Gr 5,Mathematics,73,68,64,17,19,10
22,Clarke County ,Mathematics,Gr 6,Mathematics,51,40,50,0,0,2
22,Clarke County ,Mathematics,Gr 7,Mathematics,65,53,56,7,6,4
22,Clarke County ,Mathematics,Gr 8,Mathematics,58,57,56,1,7,6
22,Clarke County ,Mathematics,End of Course,Algebra I,92,84,94,8,11,8
22,Clarke County ,Mathematics,End of Course,Algebra II,97,85,92,15,4,15
22,Clarke County ,Mathematics,End of Course,Geometry,83,85,91,4,27,5
22,Clarke County ,Mathematics,End of Course,Mathematics,0,0,,0,0,
22,Clarke County ,Science,Gr 5,Science,73,63,60,17,16,10
22,Clarke County ,Science,Gr 8,Science,66,64,58,2,7,3
22,Clarke County ,Science,End of Course,Biology,76,79,81,16,7,4
22,Clarke County ,Science,End of Course,Chemistry,0,0,0,0,0,0
22,Clarke County ,Science,End of Course,Earth Science,0,64,76,0,0,0
22,Clarke County ,Science,End of Course,Science,0,0,,0,0,
202,Colonial Beach ,English: Reading,Gr 3,English Reading,88,81,66,9,6,6
202,Colonial Beach ,English: Reading,Gr 4,English Reading,71,85,74,7,15,8
202,Colonial Beach ,English: Reading,Gr 5,English Reading,73,74,71,7,3,12
202,Colonial Beach ,English: Reading,Gr 6,English Reading,61,70,86,9,11,10
202,Colonial Beach ,English: Reading,Gr 7,English Reading,71,62,71,6,10,8
202,Colonial Beach ,English: Reading,Gr 8,English Reading,71,55,60,8,4,10
202,Colonial Beach ,English: Reading,End of Course,English Reading,,77,90,,16,23
202,Colonial Beach ,English: Writing,Gr 8,Writing,55,22,,8,2,
202,Colonial Beach ,English: Writing,End of Course,Writing,,64,75,,5,10
202,Colonial Beach ,History and Social Sciences,Content Specific,Civics & Econ,52,59,72,6,10,16
202,Colonial Beach ,History and Social Sciences,Content Specific,VA Studies,59,70,84,7,26,16
202,Colonial Beach ,History and Social Sciences,End of Course,Geography,0,25,57,0,0,5
202,Colonial Beach ,History and Social Sciences,End of Course,VA & US History,20,33,75,0,0,0
202,Colonial Beach ,History and Social Sciences,End of Course,World History I,30,38,53,2,0,6
202,Colonial Beach ,History and Social Sciences,End of Course,World History II,36,4,45,9,0,18
202,Colonial Beach ,Mathematics,Gr 3,Mathematics,65,78,77,5,3,6
202,Colonial Beach ,Mathematics,Gr 4,Mathematics,55,57,69,2,9,5
202,Colonial Beach ,Mathematics,Gr 5,Mathematics,57,49,58,5,5,4
202,Colonial Beach ,Mathematics,Gr 6,Mathematics,59,67,76,5,4,10
202,Colonial Beach ,Mathematics,Gr 7,Mathematics,55,76,76,4,8,4
202,Colonial Beach ,Mathematics,Gr 8,Mathematics,48,45,44,0,0,0
202,Colonial Beach ,Mathematics,End of Course,Algebra I,77,76,73,6,0,2
202,Colonial Beach ,Mathematics,End of Course,Algebra II,0,0,0,0,0,0
202,Colonial Beach ,Mathematics,End of Course,Geometry,40,0,67,0,0,0
202,Colonial Beach ,Science,Gr 5,Science,57,62,62,9,8,13
202,Colonial Beach ,Science,Gr 8,Science,56,45,56,2,4,0
202,Colonial Beach ,Science,End of Course,Biology,56,68,71,0,4,5
202,Colonial Beach ,Science,End of Course,Chemistry,0,0,0,0,0,0
202,Colonial Beach ,Science,End of Course,Earth Science,,0,0,,0,0
106,Colonial Heights City ,English: Reading,Gr 3,English Reading,69,62,67,10,8,6
106,Colonial Heights City ,English: Reading,Gr 4,English Reading,68,72,66,11,10,10
106,Colonial Heights City ,English: Reading,Gr 5,English Reading,72,66,67,4,6,4
106,Colonial Heights City ,English: Reading,Gr 6,English Reading,68,65,58,7,6,6
106,Colonial Heights City ,English: Reading,Gr 7,English Reading,75,66,56,7,5,5
106,Colonial Heights City ,English: Reading,Gr 8,English Reading,63,66,63,6,8,5
106,Colonial Heights City ,English: Reading,End of Course,English Reading,86,93,86,22,24,20
106,Colonial Heights City ,English: Writing,Gr 8,Writing,48,46,,13,4,
106,Colonial Heights City ,English: Writing,End of Course,Writing,0,0,0,0,0,0
106,Colonial Heights City ,History and Social Sciences,Content Specific,Civics & Econ,67,81,83,19,21,22
106,Colonial Heights City ,History and Social Sciences,Content Specific,VA Studies,81,70,61,33,21,16
106,Colonial Heights City ,History and Social Sciences,End of Course,Geography,0,0,0,0,0,0
106,Colonial Heights City ,History and Social Sciences,End of Course,VA & US History,8,46,20,0,0,0
106,Colonial Heights City ,History and Social Sciences,End of Course,World History I,65,74,73,10,12,11
106,Colonial Heights City ,History and Social Sciences,End of Course,World History II,0,40,26,0,5,0
106,Colonial Heights City ,Mathematics,Gr 3,Mathematics,58,69,71,8,8,9
106,Colonial Heights City ,Mathematics,Gr 4,Mathematics,69,73,74,6,7,11
106,Colonial Heights City ,Mathematics,Gr 5,Mathematics,66,70,74,8,6,8
106,Colonial Heights City ,Mathematics,Gr 6,Mathematics,60,54,49,4,4,3
106,Colonial Heights City ,Mathematics,Gr 7,Mathematics,74,56,54,9,4,4
106,Colonial Heights City ,Mathematics,Gr 8,Mathematics,36,44,44,0,1,1
106,Colonial Heights City ,Mathematics,End of Course,Algebra I,96,93,86,13,7,3
106,Colonial Heights City ,Mathematics,End of Course,Algebra II,0,0,0,0,0,0
106,Colonial Heights City ,Mathematics,End of Course,Geometry,92,76,65,0,7,4
106,Colonial Heights City ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
106,Colonial Heights City ,Science,Gr 5,Science,53,64,68,9,11,13
106,Colonial Heights City ,Science,Gr 8,Science,59,64,60,7,4,6
106,Colonial Heights City ,Science,End of Course,Biology,84,77,75,13,6,7
106,Colonial Heights City ,Science,End of Course,Chemistry,0,0,0,0,0,0
106,Colonial Heights City ,Science,End of Course,Earth Science,0,0,0,0,0,0
106,Colonial Heights City ,Science,End of Course,Science,0,0,0,0,0,0
23,Craig County ,English: Reading,Gr 3,English Reading,68,47,57,0,13,0
23,Craig County ,English: Reading,Gr 4,English Reading,68,60,60,18,8,9
23,Craig County ,English: Reading,Gr 5,English Reading,65,53,63,4,3,8
23,Craig County ,English: Reading,Gr 6,English Reading,71,68,64,10,0,18
23,Craig County ,English: Reading,Gr 7,English Reading,73,65,69,12,2,7
23,Craig County ,English: Reading,Gr 8,English Reading,73,61,65,10,10,5
23,Craig County ,English: Reading,End of Course,English Reading,85,74,76,15,18,18
23,Craig County ,English: Writing,Gr 8,Writing,57,60,,8,7,
23,Craig County ,English: Writing,End of Course,Writing,51,61,63,0,4,8
23,Craig County ,History and Social Sciences,Content Specific,Civics & Econ,67,56,69,12,2,7
23,Craig County ,History and Social Sciences,Content Specific,VA Studies,67,60,68,22,5,12
23,Craig County ,History and Social Sciences,End of Course,Geography,,0,,,0,
23,Craig County ,History and Social Sciences,End of Course,VA & US History,0,0,33,0,0,0
23,Craig County ,History and Social Sciences,End of Course,World History I,59,53,64,11,8,2
23,Craig County ,History and Social Sciences,End of Course,World History II,20,20,,0,0,
23,Craig County ,Mathematics,Gr 3,Mathematics,63,56,77,0,6,3
23,Craig County ,Mathematics,Gr 4,Mathematics,62,53,54,12,3,3
23,Craig County ,Mathematics,Gr 5,Mathematics,46,44,65,0,0,3
23,Craig County ,Mathematics,Gr 6,Mathematics,71,40,45,0,0,3
23,Craig County ,Mathematics,Gr 7,Mathematics,64,58,36,6,0,0
23,Craig County ,Mathematics,Gr 8,Mathematics,71,65,40,0,3,0
23,Craig County ,Mathematics,End of Course,Algebra I,86,73,83,8,2,3
23,Craig County ,Mathematics,End of Course,Algebra II,0,,0,0,,0
23,Craig County ,Mathematics,End of Course,Geometry,0,94,0,0,6,0
23,Craig County ,Mathematics,End of Course,Mathematics,0,0,,0,0,
23,Craig County ,Science,Gr 5,Science,48,47,63,11,6,5
23,Craig County ,Science,Gr 8,Science,69,65,59,13,6,2
23,Craig County ,Science,End of Course,Biology,67,73,83,5,4,12
23,Craig County ,Science,End of Course,Chemistry,0,,0,0,,0
23,Craig County ,Science,End of Course,Earth Science,0,0,0,0,0,0
23,Craig County ,Science,End of Course,Science,0,0,,0,0,
24,Culpeper County ,English: Reading,Gr 3,English Reading,56,57,53,6,8,5
24,Culpeper County ,English: Reading,Gr 4,English Reading,59,65,59,9,11,11
24,Culpeper County ,English: Reading,Gr 5,English Reading,66,60,67,7,6,8
24,Culpeper County ,English: Reading,Gr 6,English Reading,62,60,57,8,8,7
24,Culpeper County ,English: Reading,Gr 7,English Reading,66,63,64,9,7,7
24,Culpeper County ,English: Reading,Gr 8,English Reading,64,65,67,11,8,8
24,Culpeper County ,English: Reading,End of Course,English Reading,83,81,81,22,20,19
24,Culpeper County ,English: Writing,Gr 8,Writing,50,48,,7,7,
24,Culpeper County ,English: Writing,End of Course,Writing,70,69,67,15,11,11
24,Culpeper County ,History and Social Sciences,Content Specific,Civics & Econ,68,72,67,17,15,16
24,Culpeper County ,History and Social Sciences,Content Specific,VA Studies,56,69,66,18,27,22
24,Culpeper County ,History and Social Sciences,End of Course,Geography,,0,,,0,
24,Culpeper County ,History and Social Sciences,End of Course,VA & US History,28,43,69,0,0,0
24,Culpeper County ,History and Social Sciences,End of Course,World History I,66,66,30,8,12,0
24,Culpeper County ,History and Social Sciences,End of Course,World History II,51,22,0,0,1,0
24,Culpeper County ,Mathematics,Gr 3,Mathematics,65,63,62,9,9,5
24,Culpeper County ,Mathematics,Gr 4,Mathematics,58,74,69,9,10,12
24,Culpeper County ,Mathematics,Gr 5,Mathematics,69,63,72,10,11,13
24,Culpeper County ,Mathematics,Gr 6,Mathematics,62,61,56,10,9,7
24,Culpeper County ,Mathematics,Gr 7,Mathematics,49,45,43,2,0,0
24,Culpeper County ,Mathematics,Gr 8,Mathematics,64,68,67,3,5,1
24,Culpeper County ,Mathematics,End of Course,Algebra I,73,75,83,4,4,6
24,Culpeper County ,Mathematics,End of Course,Algebra II,99,95,93,17,17,17
24,Culpeper County ,Mathematics,End of Course,Geometry,76,67,62,8,5,3
24,Culpeper County ,Mathematics,End of Course,Mathematics,0,92,0,0,50,0
24,Culpeper County ,Science,Gr 5,Science,59,55,66,13,15,18
24,Culpeper County ,Science,Gr 8,Science,58,58,58,6,4,5
24,Culpeper County ,Science,End of Course,Biology,68,72,75,9,7,3
24,Culpeper County ,Science,End of Course,Chemistry,20,39,42,0,6,0
24,Culpeper County ,Science,End of Course,Earth Science,50,56,56,0,0,0
24,Culpeper County ,Science,End of Course,Science,0,92,0,0,75,0
25,Cumberland County ,English: Reading,Gr 3,English Reading,53,64,61,4,8,6
25,Cumberland County ,English: Reading,Gr 4,English Reading,62,63,79,12,9,9
25,Cumberland County ,English: Reading,Gr 5,English Reading,40,51,53,2,2,4
25,Cumberland County ,English: Reading,Gr 6,English Reading,57,49,47,6,5,5
25,Cumberland County ,English: Reading,Gr 7,English Reading,55,58,52,7,7,6
25,Cumberland County ,English: Reading,Gr 8,English Reading,64,59,64,4,1,6
25,Cumberland County ,English: Reading,End of Course,English Reading,78,72,76,22,9,20
25,Cumberland County ,English: Writing,Gr 8,Writing,41,39,,7,5,
25,Cumberland County ,English: Writing,End of Course,Writing,62,56,,12,4,
25,Cumberland County ,History and Social Sciences,Content Specific,Civics & Econ,70,67,68,17,10,11
25,Cumberland County ,History and Social Sciences,Content Specific,VA Studies,52,56,54,9,8,5
25,Cumberland County ,History and Social Sciences,End of Course,Geography,0,0,0,0,0,0
25,Cumberland County ,History and Social Sciences,End of Course,VA & US History,0,26,38,0,0,3
25,Cumberland County ,History and Social Sciences,End of Course,World History I,53,61,66,5,6,9
25,Cumberland County ,History and Social Sciences,End of Course,World History II,0,8,13,0,0,0
25,Cumberland County ,Mathematics,Gr 3,Mathematics,71,81,77,8,12,17
25,Cumberland County ,Mathematics,Gr 4,Mathematics,64,72,82,2,9,4
25,Cumberland County ,Mathematics,Gr 5,Mathematics,33,40,43,0,0,3
25,Cumberland County ,Mathematics,Gr 6,Mathematics,62,48,51,2,1,2
25,Cumberland County ,Mathematics,Gr 7,Mathematics,0,0,0,0,0,0
25,Cumberland County ,Mathematics,Gr 8,Mathematics,59,55,52,1,1,1
25,Cumberland County ,Mathematics,End of Course,Algebra I,79,74,79,4,2,1
25,Cumberland County ,Mathematics,End of Course,Algebra II,67,67,100,0,0,0
25,Cumberland County ,Mathematics,End of Course,Geometry,34,30,53,0,0,0
25,Cumberland County ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
25,Cumberland County ,Science,Gr 5,Science,37,44,35,2,2,5
25,Cumberland County ,Science,Gr 8,Science,59,58,55,4,3,7
25,Cumberland County ,Science,End of Course,Biology,62,74,80,1,2,3
25,Cumberland County ,Science,End of Course,Chemistry,0,,,0,,
25,Cumberland County ,Science,End of Course,Earth Science,56,72,67,5,2,4
25,Cumberland County ,Science,End of Course,Science,0,0,0,0,0,0
108,Danville City ,English: Reading,Gr 3,English Reading,40,43,42,6,5,4
108,Danville City ,English: Reading,Gr 4,English Reading,47,48,50,7,7,8
108,Danville City ,English: Reading,Gr 5,English Reading,50,53,51,4,5,8
108,Danville City ,English: Reading,Gr 6,English Reading,39,48,54,2,5,7
108,Danville City ,English: Reading,Gr 7,English Reading,47,46,56,5,4,4
108,Danville City ,English: Reading,Gr 8,English Reading,47,46,52,3,6,3
108,Danville City ,English: Reading,End of Course,English Reading,70,63,69,11,12,13
108,Danville City ,English: Writing,Gr 8,Writing,23,30,,4,4,
108,Danville City ,English: Writing,End of Course,Writing,49,49,52,8,9,9
108,Danville City ,History and Social Sciences,Content Specific,Civics & Econ,35,39,50,4,5,6
108,Danville City ,History and Social Sciences,Content Specific,VA Studies,29,28,29,4,5,3
108,Danville City ,History and Social Sciences,End of Course,Geography,,65,69,,1,2
108,Danville City ,History and Social Sciences,End of Course,VA & US History,17,14,17,2,0,0
108,Danville City ,History and Social Sciences,End of Course,World History I,32,24,30,2,1,1
108,Danville City ,History and Social Sciences,End of Course,World History II,26,8,13,3,1,1
108,Danville City ,Mathematics,Gr 3,Mathematics,33,44,43,3,3,3
108,Danville City ,Mathematics,Gr 4,Mathematics,34,35,42,3,6,3
108,Danville City ,Mathematics,Gr 5,Mathematics,38,40,44,4,5,4
108,Danville City ,Mathematics,Gr 6,Mathematics,23,21,26,1,0,0
108,Danville City ,Mathematics,Gr 7,Mathematics,20,22,33,1,1,0
108,Danville City ,Mathematics,Gr 8,Mathematics,22,42,46,0,1,2
108,Danville City ,Mathematics,End of Course,Algebra I,57,48,77,2,2,5
108,Danville City ,Mathematics,End of Course,Algebra II,81,50,55,10,5,4
108,Danville City ,Mathematics,End of Course,Geometry,30,18,53,3,1,5
108,Danville City ,Mathematics,End of Course,Mathematics,0,100,0,0,40,0
108,Danville City ,Science,Gr 5,Science,31,45,43,4,7,8
108,Danville City ,Science,Gr 8,Science,30,38,50,2,3,3
108,Danville City ,Science,End of Course,Biology,44,42,35,5,3,2
108,Danville City ,Science,End of Course,Chemistry,27,11,0,0,0,0
108,Danville City ,Science,End of Course,Earth Science,52,23,32,6,0,0
108,Danville City ,Science,End of Course,Science,100,0,0,92,0,0
26,Dickenson County ,English: Reading,Gr 3,English Reading,59,78,71,5,11,14
26,Dickenson County ,English: Reading,Gr 4,English Reading,65,59,81,6,6,17
26,Dickenson County ,English: Reading,Gr 5,English Reading,78,66,68,8,6,5
26,Dickenson County ,English: Reading,Gr 6,English Reading,80,76,74,9,8,10
26,Dickenson County ,English: Reading,Gr 7,English Reading,74,71,75,6,8,7
26,Dickenson County ,English: Reading,Gr 8,English Reading,70,72,75,9,5,11
26,Dickenson County ,English: Reading,End of Course,English Reading,86,85,83,17,18,21
26,Dickenson County ,English: Writing,Gr 8,Writing,70,70,,21,16,
26,Dickenson County ,History and Social Sciences,Content Specific,Civics & Econ,69,66,61,14,7,3
26,Dickenson County ,History and Social Sciences,Content Specific,VA Studies,68,64,72,31,12,25
26,Dickenson County ,History and Social Sciences,End of Course,Geography,43,68,63,4,0,0
26,Dickenson County ,History and Social Sciences,End of Course,VA & US History,33,24,48,0,0,4
26,Dickenson County ,History and Social Sciences,End of Course,World History I,67,63,79,4,3,14
26,Dickenson County ,History and Social Sciences,End of Course,World History II,50,63,73,10,0,9
26,Dickenson County ,Mathematics,Gr 3,Mathematics,57,85,88,2,12,16
26,Dickenson County ,Mathematics,Gr 4,Mathematics,52,50,78,3,2,4
26,Dickenson County ,Mathematics,Gr 5,Mathematics,76,58,71,12,4,5
26,Dickenson County ,Mathematics,Gr 6,Mathematics,76,68,66,10,6,8
26,Dickenson County ,Mathematics,Gr 7,Mathematics,41,51,64,1,3,0
26,Dickenson County ,Mathematics,Gr 8,Mathematics,73,79,76,2,1,2
26,Dickenson County ,Mathematics,End of Course,Algebra I,90,93,93,6,6,7
26,Dickenson County ,Mathematics,End of Course,Algebra II,0,0,0,0,0,0
26,Dickenson County ,Mathematics,End of Course,Geometry,89,87,87,2,0,3
26,Dickenson County ,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
26,Dickenson County ,Science,Gr 5,Science,68,60,59,17,7,5
26,Dickenson County ,Science,Gr 8,Science,65,68,69,8,7,5
26,Dickenson County ,Science,End of Course,Biology,68,78,74,6,7,2
26,Dickenson County ,Science,End of Course,Chemistry,0,0,0,0,0,0
26,Dickenson County ,Science,End of Course,Earth Science,,45,27,,0,0
26,Dickenson County ,Science,End of Course,Science,0,0,0,0,0,0
27,Dinwiddie County ,English: Reading,Gr 3,English Reading,70,66,65,7,11,10
27,Dinwiddie County ,English: Reading,Gr 4,English Reading,71,74,68,12,11,13
27,Dinwiddie County ,English: Reading,Gr 5,English Reading,71,66,64,6,6,5
27,Dinwiddie County ,English: Reading,Gr 6,English Reading,67,60,57,7,5,7
27,Dinwiddie County ,English: Reading,Gr 7,English Reading,64,56,51,7,5,3
27,Dinwiddie County ,English: Reading,Gr 8,English Reading,60,56,60,7,5,4
27,Dinwiddie County ,English: Reading,End of Course,English Reading,75,73,76,15,17,16
27,Dinwiddie County ,English: Writing,Gr 8,Writing,48,45,,6,4,
27,Dinwiddie County ,English: Writing,End of Course,Writing,63,72,65,11,14,16
27,Dinwiddie County ,History and Social Sciences,Content Specific,Civics & Econ,53,48,47,7,3,4
27,Dinwiddie County ,History and Social Sciences,Content Specific,VA Studies,73,74,67,27,29,15
27,Dinwiddie County ,History and Social Sciences,End of Course,Geography,32,49,47,1,0,0
27,Dinwiddie County ,History and Social Sciences,End of Course,VA & US History,0,29,26,0,0,1
27,Dinwiddie County ,History and Social Sciences,End of Course,World History I,70,67,62,7,6,5
27,Dinwiddie County ,History and Social Sciences,End of Course,World History II,42,33,17,4,0,0
27,Dinwiddie County ,Mathematics,Gr 3,Mathematics,70,71,74,10,12,14
27,Dinwiddie County ,Mathematics,Gr 4,Mathematics,70,67,72,10,8,11
27,Dinwiddie County ,Mathematics,Gr 5,Mathematics,71,70,66,9,10,5
27,Dinwiddie County ,Mathematics,Gr 6,Mathematics,40,41,43,2,2,4
27,Dinwiddie County ,Mathematics,Gr 7,Mathematics,38,39,37,1,1,0
27,Dinwiddie County ,Mathematics,Gr 8,Mathematics,49,45,52,1,1,0
27,Dinwiddie County ,Mathematics,End of Course,Algebra I,79,81,83,3,4,2
27,Dinwiddie County ,Mathematics,End of Course,Algebra II,75,75,71,4,2,0
27,Dinwiddie County ,Mathematics,End of Course,Geometry,75,57,69,0,0,15
27,Dinwiddie County ,Mathematics,End of Course,Mathematics,0,64,0,0,18,0
27,Dinwiddie County ,Science,Gr 5,Science,59,60,54,13,11,7
27,Dinwiddie County ,Science,Gr 8,Science,50,46,60,3,3,3
27,Dinwiddie County ,Science,End of Course,Biology,63,76,74,8,13,4
27,Dinwiddie County ,Science,End of Course,Chemistry,,0,0,,0,0
27,Dinwiddie County ,Science,End of Course,Earth Science,65,59,64,6,1,0
27,Dinwiddie County ,Science,End of Course,Science,0,55,0,0,36,0
28,Essex County ,English: Reading,Gr 3,English Reading,55,63,46,5,6,3
28,Essex County ,English: Reading,Gr 4,English Reading,51,50,60,3,3,5
28,Essex County ,English: Reading,Gr 5,English Reading,59,66,46,5,3,4
28,Essex County ,English: Reading,Gr 6,English Reading,59,71,72,3,8,12
28,Essex County ,English: Reading,Gr 7,English Reading,71,59,65,9,5,5
28,Essex County ,English: Reading,Gr 8,English Reading,60,63,61,4,10,3
28,Essex County ,English: Reading,End of Course,English Reading,73,80,87,14,12,14
28,Essex County ,English: Writing,Gr 8,Writing,41,38,,1,7,
28,Essex County ,History and Social Sciences,Content Specific,Civics & Econ,74,48,43,14,3,2
28,Essex County ,History and Social Sciences,Content Specific,VA Studies,37,49,62,3,12,13
28,Essex County ,History and Social Sciences,End of Course,VA & US History,40,25,42,0,0,0
28,Essex County ,History and Social Sciences,End of Course,World History I,42,42,59,4,0,4
28,Essex County ,History and Social Sciences,End of Course,World History II,0,0,11,0,0,0
28,Essex County ,Mathematics,Gr 3,Mathematics,53,66,74,1,11,3
28,Essex County ,Mathematics,Gr 4,Mathematics,30,31,63,1,1,6
28,Essex County ,Mathematics,Gr 5,Mathematics,41,51,42,0,1,0
28,Essex County ,Mathematics,Gr 6,Mathematics,46,68,64,4,3,5
28,Essex County ,Mathematics,Gr 7,Mathematics,31,51,64,4,0,4
28,Essex County ,Mathematics,Gr 8,Mathematics,0,78,59,0,4,1
28,Essex County ,Mathematics,End of Course,Algebra I,82,98,93,2,10,4
28,Essex County ,Mathematics,End of Course,Algebra II,40,0,73,0,0,9
28,Essex County ,Mathematics,End of Course,Geometry,63,36,83,0,1,9
28,Essex County ,Mathematics,End of Course,Mathematics,0,0,36,0,0,27
28,Essex County ,Science,Gr 5,Science,42,61,39,1,10,3
28,Essex County ,Science,Gr 8,Science,62,52,45,3,6,3
28,Essex County ,Science,End of Course,Biology,47,69,72,0,4,1
28,Essex County ,Science,End of Course,Earth Science,,,0,,,0
28,Essex County ,Science,End of Course,Science,,0,0,,0,0
29,Fairfax County ,English: Reading,Gr 3,English Reading,72,70,70,15,16,15
29,Fairfax County ,English: Reading,Gr 4,English Reading,77,76,75,21,22,20
29,Fairfax County ,English: Reading,Gr 5,English Reading,77,76,75,15,15,15
29,Fairfax County ,English: Reading,Gr 6,English Reading,81,79,78,25,23,23
29,Fairfax County ,English: Reading,Gr 7,English Reading,79,79,78,19,18,17
29,Fairfax County ,English: Reading,Gr 8,English Reading,79,77,79,19,18,18
29,Fairfax County ,English: Reading,End of Course,English Reading,87,89,87,38,39,35
29,Fairfax County ,English: Writing,End of Course,Writing,78,57,28,33,10,9
29,Fairfax County ,History and Social Sciences,End of Course,VA & US History,55,58,53,3,4,1
29,Fairfax County ,History and Social Sciences,End of Course,World History I,80,35,37,21,6,1
29,Fairfax County ,History and Social Sciences,End of Course,World History II,81,77,24,34,20,1
29,Fairfax County ,Mathematics,Gr 3,Mathematics,71,71,71,14,16,16
29,Fairfax County ,Mathematics,Gr 4,Mathematics,72,74,74,20,21,20
29,Fairfax County ,Mathematics,Gr 5,Mathematics,61,63,62,6,6,6
29,Fairfax County ,Mathematics,Gr 6,Mathematics,75,75,76,16,17,17
29,Fairfax County ,Mathematics,Gr 7,Mathematics,69,72,71,20,21,20
29,Fairfax County ,Mathematics,Gr 8,Mathematics,66,64,68,10,8,9
29,Fairfax County ,Mathematics,End of Course,Algebra I,86,87,89,18,18,18
29,Fairfax County ,Mathematics,End of Course,Algebra II,91,91,91,35,39,42
29,Fairfax County ,Mathematics,End of Course,Geometry,90,84,87,23,23,20
29,Fairfax County ,Mathematics,End of Course,Mathematics,51,57,51,13,9,8
29,Fairfax County ,Science,Gr 5,Science,67,71,71,17,19,22
29,Fairfax County ,Science,Gr 8,Science,71,70,73,10,12,12
29,Fairfax County ,Science,End of Course,Biology,78,81,83,18,17,12
