Div Num,Div Name,Sch Num,Sch Name,Sch Type,Low Grade,High Grade,Subject,Grade,Test,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate,2021-2022 Adv Pass Rate,2022-2023 Adv Pass Rate,2023-2024 Adv Pass Rate
1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,67,65,61,7,5,8
1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,67,62,59,11,9,16
1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,68,67,64,7,3,5
1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,72,65,63,21,11,14
1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,76,70,66,5,10,9
1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,56,69,58,5,0,5
1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,66,67,62,3,9,3
1,Accomack County ,701,Accawmacke Elementary,Elem,PK,5,Science,Gr 5,Science,72,64,69,16,9,2
1,Accomack County ,540,Arcadia High,High,09,12,English: Reading,End of Course,English Reading,75,80,77,13,12,19
1,Accomack County ,540,Arcadia High,High,09,12,English: Writing,End of Course,Writing,64,68,59,9,8,6
1,Accomack County ,540,Arcadia High,High,09,12,History and Social Sciences,End of Course,Geography,55,56,77,5,1,3
1,Accomack County ,540,Arcadia High,High,09,12,History and Social Sciences,End of Course,VA & US History,16,8,40,0,0,0
1,Accomack County ,540,Arcadia High,High,09,12,History and Social Sciences,End of Course,World History I,24,0,71,1,0,0
1,Accomack County ,540,Arcadia High,High,09,12,History and Social Sciences,End of Course,World History II,10,0,0,0,0,0
1,Accomack County ,540,Arcadia High,High,09,12,Mathematics,End of Course,Algebra I,73,76,82,1,2,1
1,Accomack County ,540,Arcadia High,High,09,12,Mathematics,End of Course,Algebra II,0,,,0,,
1,Accomack County ,540,Arcadia High,High,09,12,Mathematics,End of Course,Geometry,79,95,0,14,0,0
1,Accomack County ,540,Arcadia High,High,09,12,Mathematics,End of Course,Mathematics,0,,0,0,,0
1,Accomack County ,540,Arcadia High,High,09,12,Science,End of Course,Biology,56,51,66,4,4,1
1,Accomack County ,540,Arcadia High,High,09,12,Science,End of Course,Chemistry,0,0,0,0,0,0
1,Accomack County ,540,Arcadia High,High,09,12,Science,End of Course,Earth Science,85,22,51,8,0,0
1,Accomack County ,540,Arcadia High,High,09,12,Science,End of Course,Science,0,,0,0,,0
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,English: Reading,Gr 6,English Reading,59,61,66,6,5,5
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,English: Reading,Gr 7,English Reading,61,52,57,7,4,6
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,English: Reading,Gr 8,English Reading,69,60,53,5,6,4
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,English: Writing,Gr 8,Writing,50,38,,4,2,
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,77,73,73,9,17,16
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,Mathematics,Gr 6,Mathematics,54,61,66,4,8,6
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,Mathematics,Gr 7,Mathematics,61,42,55,1,0,1
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,Mathematics,Gr 8,Mathematics,42,62,46,1,5,4
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,Mathematics,End of Course,Algebra I,100,0,100,71,0,21
1,Accomack County ,704,Arcadia Middle ,Middle,06,8,Science,Gr 8,Science,55,53,49,0,2,2
1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,63,79,68,11,15,3
1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,47,81,89,11,14,28
1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,62,63,68,6,12,3
1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,30,70,67,5,16,22
1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,54,79,58,3,15,10
1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,50,84,94,5,16,14
1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,68,70,70,4,5,14
1,Accomack County ,80,Chincoteague Elementary,Elem,PK,5,Science,Gr 5,Science,66,60,73,9,14,14
1,Accomack County ,580,Chincoteague High,High,06,12,English: Reading,Gr 6,English Reading,77,86,71,11,12,10
1,Accomack County ,580,Chincoteague High,High,06,12,English: Reading,Gr 7,English Reading,82,85,81,10,18,6
1,Accomack County ,580,Chincoteague High,High,06,12,English: Reading,Gr 8,English Reading,76,86,97,6,12,7
1,Accomack County ,580,Chincoteague High,High,06,12,English: Reading,End of Course,English Reading,92,95,95,32,19,21
1,Accomack County ,580,Chincoteague High,High,06,12,English: Writing,Gr 8,Writing,60,68,,14,16,
1,Accomack County ,580,Chincoteague High,High,06,12,English: Writing,End of Course,Writing,90,83,87,38,14,21
1,Accomack County ,580,Chincoteague High,High,06,12,History and Social Sciences,Content Specific,Civics & Econ,86,84,83,14,14,10
1,Accomack County ,580,Chincoteague High,High,06,12,History and Social Sciences,End of Course,Geography,40,71,76,0,0,4
1,Accomack County ,580,Chincoteague High,High,06,12,History and Social Sciences,End of Course,VA & US History,17,13,11,0,0,0
1,Accomack County ,580,Chincoteague High,High,06,12,History and Social Sciences,End of Course,World History I,67,59,57,11,0,0
1,Accomack County ,580,Chincoteague High,High,06,12,History and Social Sciences,End of Course,World History II,44,,60,6,,0
1,Accomack County ,580,Chincoteague High,High,06,12,Mathematics,Gr 6,Mathematics,86,78,80,17,12,8
1,Accomack County ,580,Chincoteague High,High,06,12,Mathematics,Gr 7,Mathematics,76,82,74,16,24,13
1,Accomack County ,580,Chincoteague High,High,06,12,Mathematics,Gr 8,Mathematics,91,90,97,9,18,13
1,Accomack County ,580,Chincoteague High,High,06,12,Mathematics,End of Course,Algebra I,95,95,98,18,17,5
1,Accomack County ,580,Chincoteague High,High,06,12,Mathematics,End of Course,Algebra II,,0,0,,0,0
1,Accomack County ,580,Chincoteague High,High,06,12,Mathematics,End of Course,Geometry,0,0,0,0,0,0
1,Accomack County ,580,Chincoteague High,High,06,12,Science,Gr 8,Science,76,74,70,6,2,10
1,Accomack County ,580,Chincoteague High,High,06,12,Science,End of Course,Biology,85,93,91,7,15,15
1,Accomack County ,580,Chincoteague High,High,06,12,Science,End of Course,Earth Science,,,0,,,0
1,Accomack County ,600,Kegotank Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,48,42,56,6,3,5
1,Accomack County ,600,Kegotank Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,55,68,55,4,8,5
1,Accomack County ,600,Kegotank Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,55,59,48,6,1,8
1,Accomack County ,600,Kegotank Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,47,56,39,13,10,5
1,Accomack County ,600,Kegotank Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,37,38,41,3,0,3
1,Accomack County ,600,Kegotank Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,39,44,37,3,3,4
1,Accomack County ,600,Kegotank Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,35,46,36,4,1,3
1,Accomack County ,600,Kegotank Elementary,Elem,PK,5,Science,Gr 5,Science,42,47,36,9,4,7
1,Accomack County ,702,Metompkin Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,46,36,38,1,1,2
1,Accomack County ,702,Metompkin Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,65,57,57,6,8,5
1,Accomack County ,702,Metompkin Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,57,64,57,3,1,1
1,Accomack County ,702,Metompkin Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,68,60,62,18,19,10
1,Accomack County ,702,Metompkin Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,42,47,39,0,1,1
1,Accomack County ,702,Metompkin Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,55,49,56,4,8,0
1,Accomack County ,702,Metompkin Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,42,60,43,0,4,2
1,Accomack County ,702,Metompkin Elementary,Elem,PK,5,Science,Gr 5,Science,41,60,57,5,6,20
1,Accomack County ,70,Nandua High,High,09,12,English: Reading,End of Course,English Reading,87,85,85,17,17,15
1,Accomack County ,70,Nandua High,High,09,12,English: Writing,End of Course,Writing,71,67,64,14,12,3
1,Accomack County ,70,Nandua High,High,09,12,History and Social Sciences,End of Course,Geography,55,42,62,2,1,2
1,Accomack County ,70,Nandua High,High,09,12,History and Social Sciences,End of Course,VA & US History,18,31,27,0,0,2
1,Accomack County ,70,Nandua High,High,09,12,History and Social Sciences,End of Course,World History I,43,59,55,3,7,0
1,Accomack County ,70,Nandua High,High,09,12,History and Social Sciences,End of Course,World History II,20,13,18,0,0,9
1,Accomack County ,70,Nandua High,High,09,12,Mathematics,End of Course,Algebra I,88,96,94,1,6,2
1,Accomack County ,70,Nandua High,High,09,12,Mathematics,End of Course,Algebra II,0,0,0,0,0,0
1,Accomack County ,70,Nandua High,High,09,12,Mathematics,End of Course,Geometry,98,100,100,16,7,5
1,Accomack County ,70,Nandua High,High,09,12,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
1,Accomack County ,70,Nandua High,High,09,12,Science,End of Course,Biology,75,79,77,10,5,7
1,Accomack County ,70,Nandua High,High,09,12,Science,End of Course,Chemistry,,0,0,,0,0
1,Accomack County ,70,Nandua High,High,09,12,Science,End of Course,Science,0,0,0,0,0,0
1,Accomack County ,703,Nandua Middle,Middle,06,8,English: Reading,Gr 6,English Reading,70,69,71,5,11,8
1,Accomack County ,703,Nandua Middle,Middle,06,8,English: Reading,Gr 7,English Reading,78,68,72,9,10,8
1,Accomack County ,703,Nandua Middle,Middle,06,8,English: Reading,Gr 8,English Reading,78,81,73,11,9,6
1,Accomack County ,703,Nandua Middle,Middle,06,8,English: Writing,Gr 8,Writing,62,65,81,11,19,10
1,Accomack County ,703,Nandua Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,64,70,77,5,6,12
1,Accomack County ,703,Nandua Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,68,71,73,4,6,13
1,Accomack County ,703,Nandua Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,58,58,58,1,2,0
1,Accomack County ,703,Nandua Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,84,76,77,6,4,3
1,Accomack County ,703,Nandua Middle,Middle,06,8,Mathematics,End of Course,Algebra I,100,100,100,40,29,4
1,Accomack County ,703,Nandua Middle,Middle,06,8,Science,Gr 8,Science,62,70,60,5,5,2
1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,57,62,60,4,3,6
1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,67,70,67,9,9,3
1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,61,67,71,6,5,7
1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,45,81,70,3,25,31
1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,60,59,56,3,0,6
1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,51,54,69,1,3,3
1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,75,76,79,1,4,10
1,Accomack County ,590,Pungoteague Elementary,Elem,PK,5,Science,Gr 5,Science,54,72,70,11,18,14
1,Accomack County ,530,Tangier Combined,Combined,KG,12,English: Reading,Gr 3,English Reading,,0,0,,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,English: Reading,Gr 4,English Reading,80,,0,20,,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,English: Reading,Gr 5,English Reading,0,100,,0,20,
1,Accomack County ,530,Tangier Combined,Combined,KG,12,English: Reading,Gr 6,English Reading,0,0,100,0,0,20
1,Accomack County ,530,Tangier Combined,Combined,KG,12,English: Reading,Gr 7,English Reading,0,0,0,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,English: Reading,Gr 8,English Reading,0,0,0,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,English: Reading,End of Course,English Reading,0,0,0,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,English: Writing,Gr 8,Writing,0,0,,0,0,
1,Accomack County ,530,Tangier Combined,Combined,KG,12,English: Writing,End of Course,Writing,80,0,0,20,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,History and Social Sciences,Content Specific,Civics & Econ,0,0,0,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,History and Social Sciences,Content Specific,VA Studies,0,,0,0,,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,History and Social Sciences,End of Course,Geography,,,83,,,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,History and Social Sciences,End of Course,VA & US History,,0,,,0,
1,Accomack County ,530,Tangier Combined,Combined,KG,12,History and Social Sciences,End of Course,World History I,0,0,,0,0,
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Mathematics,Gr 3,Mathematics,,0,0,,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Mathematics,Gr 4,Mathematics,60,,0,0,,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Mathematics,Gr 5,Mathematics,0,60,,0,0,
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Mathematics,Gr 6,Mathematics,0,0,100,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Mathematics,Gr 7,Mathematics,0,0,0,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Mathematics,Gr 8,Mathematics,0,0,0,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Mathematics,End of Course,Algebra I,0,0,0,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Mathematics,End of Course,Algebra II,,0,,,0,
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Science,Gr 5,Science,0,60,,0,0,
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Science,Gr 8,Science,0,0,0,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Science,End of Course,Biology,0,0,0,0,0,0
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Science,End of Course,Chemistry,,0,,,0,
1,Accomack County ,530,Tangier Combined,Combined,KG,12,Science,End of Course,Earth Science,,,0,,,0
2,Albemarle County ,160,Agnor Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,44,55,53,6,9,7
2,Albemarle County ,160,Agnor Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,61,49,61,11,14,16
2,Albemarle County ,160,Agnor Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,75,61,65,8,3,12
2,Albemarle County ,160,Agnor Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,80,72,66,16,21,25
2,Albemarle County ,160,Agnor Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,45,59,47,6,7,7
2,Albemarle County ,160,Agnor Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,48,56,63,8,8,17
2,Albemarle County ,160,Agnor Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,69,55,60,5,5,19
2,Albemarle County ,160,Agnor Elementary,Elem,PK,5,Science,Gr 5,Science,59,56,59,7,6,22
2,Albemarle County ,880,Albemarle High,High,09,12,English: Reading,End of Course,English Reading,80,82,80,31,32,32
2,Albemarle County ,880,Albemarle High,High,09,12,English: Writing,End of Course,Writing,40,83,75,0,33,32
2,Albemarle County ,880,Albemarle High,High,09,12,History and Social Sciences,End of Course,VA & US History,29,43,,7,0,
2,Albemarle County ,880,Albemarle High,High,09,12,History and Social Sciences,End of Course,World History I,69,0,,15,0,
2,Albemarle County ,880,Albemarle High,High,09,12,History and Social Sciences,End of Course,World History II,41,0,0,3,0,0
2,Albemarle County ,880,Albemarle High,High,09,12,Mathematics,End of Course,Algebra I,59,68,66,1,0,1
2,Albemarle County ,880,Albemarle High,High,09,12,Mathematics,End of Course,Algebra II,76,87,90,19,17,19
2,Albemarle County ,880,Albemarle High,High,09,12,Mathematics,End of Course,Geometry,70,69,63,3,1,2
2,Albemarle County ,880,Albemarle High,High,09,12,Mathematics,End of Course,Mathematics,33,80,0,17,20,0
2,Albemarle County ,880,Albemarle High,High,09,12,Science,End of Course,Biology,64,65,69,7,7,7
2,Albemarle County ,880,Albemarle High,High,09,12,Science,End of Course,Chemistry,78,76,23,28,7,3
2,Albemarle County ,880,Albemarle High,High,09,12,Science,End of Course,Earth Science,51,60,50,4,2,2
2,Albemarle County ,880,Albemarle High,High,09,12,Science,End of Course,Science,67,80,0,17,60,0
2,Albemarle County ,1053,Baker-Butler Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,75,66,73,17,11,16
2,Albemarle County ,1053,Baker-Butler Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,83,82,81,32,28,17
2,Albemarle County ,1053,Baker-Butler Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,75,75,79,9,17,15
2,Albemarle County ,1053,Baker-Butler Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,58,61,69,7,12,15
2,Albemarle County ,1053,Baker-Butler Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,60,69,76,4,11,6
2,Albemarle County ,1053,Baker-Butler Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,79,80,83,23,22,29
2,Albemarle County ,1053,Baker-Butler Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,67,80,81,12,26,24
2,Albemarle County ,1053,Baker-Butler Elementary,Elem,PK,5,Mathematics,Gr 6,Mathematics,,0,,,0,
2,Albemarle County ,1053,Baker-Butler Elementary,Elem,PK,5,Science,Gr 5,Science,57,70,72,10,20,29
2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,76,71,85,20,14,24
2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,80,85,78,15,29,17
2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,79,80,85,7,8,19
2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,64,82,85,12,18,33
2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,86,74,86,12,11,19
2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,76,87,83,7,23,8
2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,72,82,87,5,6,23
2,Albemarle County ,100,Broadus Wood Elementary,Elem,PK,5,Science,Gr 5,Science,58,78,79,7,4,34
2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,82,75,86,17,22,23
2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,87,77,83,25,13,25
2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,84,91,84,19,30,15
2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,73,85,80,17,43,32
2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,80,78,87,22,23,24
2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,82,70,84,20,16,32
2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,80,86,83,20,32,27
2,Albemarle County ,941,Brownsville Elementary,Elem,PK,5,Science,Gr 5,Science,66,83,76,13,33,27
2,Albemarle County ,890,Community Lab School,High,06,12,English: Reading,Gr 6,English Reading,83,93,88,28,41,22
2,Albemarle County ,890,Community Lab School,High,06,12,English: Reading,Gr 7,English Reading,97,86,89,20,24,19
2,Albemarle County ,890,Community Lab School,High,06,12,English: Reading,Gr 8,English Reading,83,97,89,26,18,21
2,Albemarle County ,890,Community Lab School,High,06,12,English: Reading,End of Course,English Reading,96,100,90,18,65,33
2,Albemarle County ,890,Community Lab School,High,06,12,English: Writing,Gr 8,Writing,78,62,,9,3,
2,Albemarle County ,890,Community Lab School,High,06,12,English: Writing,End of Course,Writing,0,95,90,0,58,43
2,Albemarle County ,890,Community Lab School,High,06,12,History and Social Sciences,Content Specific,Civics & Econ,77,,,10,,
2,Albemarle County ,890,Community Lab School,High,06,12,History and Social Sciences,End of Course,World History I,61,0,,0,0,
2,Albemarle County ,890,Community Lab School,High,06,12,Mathematics,Gr 6,Mathematics,83,93,81,37,41,22
2,Albemarle County ,890,Community Lab School,High,06,12,Mathematics,Gr 7,Mathematics,83,67,50,0,0,0
2,Albemarle County ,890,Community Lab School,High,06,12,Mathematics,Gr 8,Mathematics,93,92,88,0,15,12
2,Albemarle County ,890,Community Lab School,High,06,12,Mathematics,End of Course,Algebra I,78,81,89,3,5,8
2,Albemarle County ,890,Community Lab School,High,06,12,Mathematics,End of Course,Algebra II,25,100,83,0,0,0
2,Albemarle County ,890,Community Lab School,High,06,12,Mathematics,End of Course,Geometry,87,85,94,0,8,11
2,Albemarle County ,890,Community Lab School,High,06,12,Science,Gr 8,Science,67,97,86,4,6,7
2,Albemarle County ,890,Community Lab School,High,06,12,Science,End of Course,Biology,95,87,0,23,8,0
2,Albemarle County ,890,Community Lab School,High,06,12,Science,End of Course,Earth Science,81,0,96,10,0,11
2,Albemarle County ,340,Crozet Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,63,73,87,10,14,18
2,Albemarle County ,340,Crozet Elementary,Elem,KG,5,English: Reading,Gr 4,English Reading,81,82,80,19,24,17
2,Albemarle County ,340,Crozet Elementary,Elem,KG,5,English: Reading,Gr 5,English Reading,78,79,84,9,15,19
2,Albemarle County ,340,Crozet Elementary,Elem,KG,5,History and Social Sciences,Content Specific,VA Studies,54,77,72,4,30,30
2,Albemarle County ,340,Crozet Elementary,Elem,KG,5,Mathematics,Gr 3,Mathematics,53,75,84,10,12,10
2,Albemarle County ,340,Crozet Elementary,Elem,KG,5,Mathematics,Gr 4,Mathematics,77,76,77,19,22,19
2,Albemarle County ,340,Crozet Elementary,Elem,KG,5,Mathematics,Gr 5,Mathematics,78,84,77,4,18,21
2,Albemarle County ,340,Crozet Elementary,Elem,KG,5,Science,Gr 5,Science,59,74,67,2,21,23
2,Albemarle County ,10,Hollymead Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,89,92,81,22,22,28
2,Albemarle County ,10,Hollymead Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,93,91,87,32,31,30
2,Albemarle County ,10,Hollymead Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,84,93,92,19,32,26
2,Albemarle County ,10,Hollymead Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,86,91,92,48,31,35
2,Albemarle County ,10,Hollymead Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,91,84,81,32,30,32
2,Albemarle County ,10,Hollymead Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,87,89,86,30,28,38
2,Albemarle County ,10,Hollymead Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,80,92,89,29,33,38
2,Albemarle County ,10,Hollymead Elementary,Elem,PK,5,Science,Gr 5,Science,78,89,85,18,28,38
2,Albemarle County ,250,Ivy Elementary,Elem,KG,5,English: Reading,Gr 3,English Reading,78,84,80,21,18,22
2,Albemarle County ,250,Ivy Elementary,Elem,KG,5,English: Reading,Gr 4,English Reading,78,91,89,33,26,33
2,Albemarle County ,250,Ivy Elementary,Elem,KG,5,English: Reading,Gr 5,English Reading,98,82,93,18,14,26
2,Albemarle County ,250,Ivy Elementary,Elem,KG,5,History and Social Sciences,Content Specific,VA Studies,87,80,89,38,36,37
2,Albemarle County ,250,Ivy Elementary,Elem,KG,5,Mathematics,Gr 3,Mathematics,78,84,87,19,25,25
2,Albemarle County ,250,Ivy Elementary,Elem,KG,5,Mathematics,Gr 4,Mathematics,78,88,93,20,33,25
2,Albemarle County ,250,Ivy Elementary,Elem,KG,5,Mathematics,Gr 5,Mathematics,85,76,93,20,10,44
2,Albemarle County ,250,Ivy Elementary,Elem,KG,5,Science,Gr 5,Science,78,74,85,9,20,35
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,English: Reading,Gr 6,English Reading,72,67,65,18,15,22
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,English: Reading,Gr 7,English Reading,78,76,72,16,20,12
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,English: Reading,Gr 8,English Reading,69,71,66,15,16,18
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,English: Writing,Gr 8,Writing,57,56,,14,15,
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,62,76,70,21,19,12
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,66,57,61,18,16,22
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,53,48,42,2,2,1
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,15,33,41,1,0,0
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,Mathematics,End of Course,Algebra I,93,100,99,32,32,35
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,Mathematics,End of Course,Geometry,100,100,100,63,52,30
2,Albemarle County ,69,Jackson P. Burley Middle,Middle,06,8,Science,Gr 8,Science,51,56,59,5,9,6
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,English: Reading,Gr 6,English Reading,85,80,91,31,21,31
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,English: Reading,Gr 7,English Reading,86,87,85,25,25,22
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,English: Reading,Gr 8,English Reading,82,88,89,29,29,30
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,English: Writing,Gr 8,Writing,79,80,,41,40,
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,82,91,88,33,35,35
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,77,80,88,24,22,36
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,60,70,73,2,7,5
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,51,61,72,3,3,9
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,Mathematics,End of Course,Algebra I,91,97,96,10,25,21
2,Albemarle County ,942,Joseph T. Henley Middle,Middle,06,8,Mathematics,End of Course,Algebra II,0,0,0,0,0,0
