Div Num,Div Name,Sch Num,Sch Name,Sch Type,Low Grade,High Grade,Subject,Grade,Test,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate,2021-2022 Adv Pass Rate,2022-2023 Adv Pass Rate,2023-2024 Adv Pass Rate
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,English: Reading,Gr 8,English Reading,88,87,84,25,16,21
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,English: Writing,Gr 8,Writing,75,73,,25,22,
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,86,86,88,42,31,35
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,History and Social Sciences,End of Course,World History I,0,0,0,0,0,0
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,88,87,85,16,18,12
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,87,91,92,20,29,28
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,73,78,85,4,5,12
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,Mathematics,End of Course,Algebra I,99,100,100,28,38,62
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,Mathematics,End of Course,Geometry,100,97,100,62,50,68
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,Science,Gr 8,Science,79,79,76,20,10,12
80,Roanoke County ,10,Hidden Valley Middle,Middle,06,8,Science,End of Course,Earth Science,0,0,0,0,0,0
80,Roanoke County ,530,Mason's Cove Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,74,72,74,12,14,15
80,Roanoke County ,530,Mason's Cove Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,87,86,79,19,23,3
80,Roanoke County ,530,Mason's Cove Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,84,85,69,16,6,6
80,Roanoke County ,530,Mason's Cove Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,90,80,76,48,14,15
80,Roanoke County ,530,Mason's Cove Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,74,66,76,3,10,3
80,Roanoke County ,530,Mason's Cove Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,84,72,79,16,8,6
80,Roanoke County ,530,Mason's Cove Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,72,94,64,12,6,11
80,Roanoke County ,530,Mason's Cove Elementary,Elem,PK,5,Science,Gr 5,Science,83,88,74,29,27,23
80,Roanoke County ,290,Mount Pleasant Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,80,81,81,7,6,9
80,Roanoke County ,290,Mount Pleasant Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,71,83,78,10,20,9
80,Roanoke County ,290,Mount Pleasant Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,72,74,92,3,7,5
80,Roanoke County ,290,Mount Pleasant Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,70,87,84,40,33,42
80,Roanoke County ,290,Mount Pleasant Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,76,90,91,17,10,13
80,Roanoke County ,290,Mount Pleasant Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,71,83,91,2,12,12
80,Roanoke County ,290,Mount Pleasant Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,86,82,95,14,9,11
80,Roanoke County ,290,Mount Pleasant Elementary,Elem,PK,5,Science,Gr 5,Science,75,73,84,11,7,32
80,Roanoke County ,500,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,78,71,67,15,10,4
80,Roanoke County ,500,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,77,76,76,14,10,7
80,Roanoke County ,500,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,73,59,84,10,2,10
80,Roanoke County ,500,Mountain View Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,63,69,45,16,18,8
80,Roanoke County ,500,Mountain View Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,80,75,66,7,15,11
80,Roanoke County ,500,Mountain View Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,69,76,75,2,8,9
80,Roanoke County ,500,Mountain View Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,66,61,75,5,2,10
80,Roanoke County ,500,Mountain View Elementary,Elem,PK,5,Science,Gr 5,Science,63,48,73,12,4,25
80,Roanoke County ,520,Northside High,High,09,12,English: Reading,End of Course,English Reading,89,88,87,23,21,20
80,Roanoke County ,520,Northside High,High,09,12,History and Social Sciences,End of Course,Geography,50,61,56,1,0,1
80,Roanoke County ,520,Northside High,High,09,12,History and Social Sciences,End of Course,VA & US History,50,5,13,0,0,0
80,Roanoke County ,520,Northside High,High,09,12,History and Social Sciences,End of Course,World History I,81,71,73,9,13,13
80,Roanoke County ,520,Northside High,High,09,12,History and Social Sciences,End of Course,World History II,29,7,11,0,0,6
80,Roanoke County ,520,Northside High,High,09,12,Mathematics,End of Course,Algebra I,95,94,91,9,4,3
80,Roanoke County ,520,Northside High,High,09,12,Mathematics,End of Course,Algebra II,100,100,100,21,21,29
80,Roanoke County ,520,Northside High,High,09,12,Mathematics,End of Course,Geometry,94,79,86,0,2,0
80,Roanoke County ,520,Northside High,High,09,12,Mathematics,End of Course,Mathematics,0,,0,0,,0
80,Roanoke County ,520,Northside High,High,09,12,Science,End of Course,Biology,79,66,70,8,6,0
80,Roanoke County ,520,Northside High,High,09,12,Science,End of Course,Chemistry,0,0,40,0,0,20
80,Roanoke County ,520,Northside High,High,09,12,Science,End of Course,Earth Science,73,71,69,3,4,3
80,Roanoke County ,520,Northside High,High,09,12,Science,End of Course,Science,0,,0,0,,0
80,Roanoke County ,640,Northside Middle,Middle,06,8,English: Reading,Gr 6,English Reading,77,80,71,10,10,9
80,Roanoke County ,640,Northside Middle,Middle,06,8,English: Reading,Gr 7,English Reading,70,83,82,7,13,8
80,Roanoke County ,640,Northside Middle,Middle,06,8,English: Reading,Gr 8,English Reading,77,76,76,11,10,11
80,Roanoke County ,640,Northside Middle,Middle,06,8,English: Writing,Gr 8,Writing,60,60,,9,13,
80,Roanoke County ,640,Northside Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,70,77,81,15,16,16
80,Roanoke County ,640,Northside Middle,Middle,06,8,History and Social Sciences,End of Course,Geography,,0,0,,0,0
80,Roanoke County ,640,Northside Middle,Middle,06,8,History and Social Sciences,End of Course,World History I,0,0,,0,0,
80,Roanoke County ,640,Northside Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,63,90,68,10,10,7
80,Roanoke County ,640,Northside Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,72,83,86,7,11,8
80,Roanoke County ,640,Northside Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,87,85,89,6,6,1
80,Roanoke County ,640,Northside Middle,Middle,06,8,Mathematics,End of Course,Algebra I,98,100,100,45,36,57
80,Roanoke County ,640,Northside Middle,Middle,06,8,Mathematics,End of Course,Geometry,100,100,100,55,47,23
80,Roanoke County ,640,Northside Middle,Middle,06,8,Science,Gr 8,Science,64,69,65,8,3,5
80,Roanoke County ,640,Northside Middle,Middle,06,8,Science,End of Course,Earth Science,0,0,0,0,0,0
80,Roanoke County ,480,Oak Grove Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,77,82,80,12,16,21
80,Roanoke County ,480,Oak Grove Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,80,93,95,12,24,18
80,Roanoke County ,480,Oak Grove Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,89,78,86,16,16,20
80,Roanoke County ,480,Oak Grove Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,85,87,96,42,42,53
80,Roanoke County ,480,Oak Grove Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,82,82,77,19,20,14
80,Roanoke County ,480,Oak Grove Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,85,86,88,15,17,21
80,Roanoke County ,480,Oak Grove Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,84,89,80,21,28,14
80,Roanoke County ,480,Oak Grove Elementary,Elem,PK,5,Mathematics,Gr 7,Mathematics,0,,,0,,
80,Roanoke County ,480,Oak Grove Elementary,Elem,PK,5,Science,Gr 5,Science,84,80,85,36,36,37
80,Roanoke County ,50,Penn Forest Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,88,92,87,22,18,19
80,Roanoke County ,50,Penn Forest Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,93,88,89,23,24,21
80,Roanoke County ,50,Penn Forest Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,88,92,85,20,20,20
80,Roanoke County ,50,Penn Forest Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,97,81,80,51,30,38
80,Roanoke County ,50,Penn Forest Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,89,89,88,25,21,12
80,Roanoke County ,50,Penn Forest Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,85,92,97,22,31,21
80,Roanoke County ,50,Penn Forest Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,87,92,90,28,31,31
80,Roanoke County ,50,Penn Forest Elementary,Elem,PK,5,Science,Gr 5,Science,87,98,94,40,56,44
80,Roanoke County ,60,W.E. Cundiff Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,80,70,78,6,12,7
80,Roanoke County ,60,W.E. Cundiff Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,79,86,83,16,12,18
80,Roanoke County ,60,W.E. Cundiff Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,84,78,78,8,6,11
80,Roanoke County ,60,W.E. Cundiff Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,77,80,79,35,33,37
80,Roanoke County ,60,W.E. Cundiff Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,68,75,84,4,12,12
80,Roanoke County ,60,W.E. Cundiff Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,85,77,85,19,8,24
80,Roanoke County ,60,W.E. Cundiff Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,81,69,68,13,6,10
80,Roanoke County ,60,W.E. Cundiff Elementary,Elem,PK,5,Science,Gr 5,Science,65,67,74,9,7,19
80,Roanoke County ,630,William Byrd High,High,09,12,English: Reading,End of Course,English Reading,86,91,87,25,23,19
80,Roanoke County ,630,William Byrd High,High,09,12,History and Social Sciences,End of Course,Geography,60,56,0,1,0,0
80,Roanoke County ,630,William Byrd High,High,09,12,History and Social Sciences,End of Course,VA & US History,0,28,15,0,0,0
80,Roanoke County ,630,William Byrd High,High,09,12,History and Social Sciences,End of Course,World History I,81,77,73,11,8,9
80,Roanoke County ,630,William Byrd High,High,09,12,History and Social Sciences,End of Course,World History II,30,8,8,0,0,0
80,Roanoke County ,630,William Byrd High,High,09,12,Mathematics,End of Course,Algebra I,87,91,89,2,4,1
80,Roanoke County ,630,William Byrd High,High,09,12,Mathematics,End of Course,Algebra II,97,100,100,17,21,36
80,Roanoke County ,630,William Byrd High,High,09,12,Mathematics,End of Course,Geometry,87,88,87,4,2,2
80,Roanoke County ,630,William Byrd High,High,09,12,Mathematics,End of Course,Mathematics,0,0,0,0,0,0
80,Roanoke County ,630,William Byrd High,High,09,12,Science,End of Course,Biology,78,72,76,13,7,6
80,Roanoke County ,630,William Byrd High,High,09,12,Science,End of Course,Chemistry,0,0,0,0,0,0
80,Roanoke County ,630,William Byrd High,High,09,12,Science,End of Course,Earth Science,78,81,78,4,6,7
80,Roanoke County ,630,William Byrd High,High,09,12,Science,End of Course,Science,0,0,0,0,0,0
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,English: Reading,Gr 6,English Reading,72,80,75,10,12,7
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,English: Reading,Gr 7,English Reading,75,72,78,11,8,9
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,English: Reading,Gr 8,English Reading,79,67,73,10,9,9
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,English: Writing,Gr 8,Writing,64,52,,12,10,
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,82,73,72,23,17,11
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,History and Social Sciences,End of Course,Geography,0,,,0,,
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,History and Social Sciences,End of Course,World History I,80,0,67,0,0,17
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,71,73,72,10,6,9
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,78,82,82,11,15,12
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,65,53,59,4,1,1
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,Mathematics,End of Course,Algebra I,99,95,100,28,19,29
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,Mathematics,End of Course,Geometry,100,100,100,38,73,43
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,Science,Gr 8,Science,79,54,55,7,3,1
80,Roanoke County ,232,William Byrd Middle,Middle,06,8,Science,End of Course,Earth Science,100,0,0,0,0,0
81,Rockbridge County ,650,Central Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,62,59,73,14,8,20
81,Rockbridge County ,650,Central Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,71,70,73,11,10,10
81,Rockbridge County ,650,Central Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,73,76,74,19,11,9
81,Rockbridge County ,650,Central Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,63,70,66,23,26,20
81,Rockbridge County ,650,Central Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,68,62,79,12,8,27
81,Rockbridge County ,650,Central Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,72,79,70,5,12,7
81,Rockbridge County ,650,Central Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,52,71,73,6,10,9
81,Rockbridge County ,650,Central Elementary,Elem,PK,5,Science,Gr 5,Science,59,68,65,6,16,22
81,Rockbridge County ,150,Fairfield Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,66,49,71,5,3,18
81,Rockbridge County ,150,Fairfield Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,84,66,54,23,14,5
81,Rockbridge County ,150,Fairfield Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,77,83,70,4,14,9
81,Rockbridge County ,150,Fairfield Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,70,66,49,30,14,5
81,Rockbridge County ,150,Fairfield Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,64,51,72,2,5,22
81,Rockbridge County ,150,Fairfield Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,84,75,57,16,5,5
81,Rockbridge County ,150,Fairfield Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,85,86,73,12,11,0
81,Rockbridge County ,150,Fairfield Elementary,Elem,PK,5,Science,Gr 5,Science,69,74,70,8,17,14
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,English: Reading,Gr 6,English Reading,72,73,72,12,13,18
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,English: Reading,Gr 7,English Reading,79,76,77,9,14,8
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,English: Reading,Gr 8,English Reading,74,70,72,12,9,9
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,English: Writing,Gr 8,Writing,54,47,,9,10,
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,76,72,76,20,25,21
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,History and Social Sciences,End of Course,World History I,72,73,70,8,11,14
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,50,59,62,4,4,8
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,46,35,37,1,1,0
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,78,73,68,3,4,5
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,Mathematics,End of Course,Algebra I,98,100,100,27,40,28
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,Science,Gr 8,Science,55,53,52,4,7,4
81,Rockbridge County ,678,Maury River Middle,Middle,06,8,Science,End of Course,Earth Science,83,80,70,12,14,12
81,Rockbridge County ,340,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,84,70,82,5,0,6
81,Rockbridge County ,340,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,94,83,81,28,11,4
81,Rockbridge County ,340,Mountain View Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,82,71,81,6,14,6
81,Rockbridge County ,340,Mountain View Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,72,67,69,39,33,12
81,Rockbridge County ,340,Mountain View Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,68,56,82,11,0,18
81,Rockbridge County ,340,Mountain View Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,89,61,58,0,0,8
81,Rockbridge County ,340,Mountain View Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,65,52,81,0,10,0
81,Rockbridge County ,340,Mountain View Elementary,Elem,PK,5,Science,Gr 5,Science,59,71,75,0,19,25
81,Rockbridge County ,641,Natural Bridge Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,64,42,57,2,0,7
81,Rockbridge County ,641,Natural Bridge Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,61,66,59,16,12,0
81,Rockbridge County ,641,Natural Bridge Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,81,71,77,4,11,2
81,Rockbridge County ,641,Natural Bridge Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,51,73,38,11,38,6
81,Rockbridge County ,641,Natural Bridge Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,60,64,61,7,0,7
81,Rockbridge County ,641,Natural Bridge Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,50,54,47,3,0,0
81,Rockbridge County ,641,Natural Bridge Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,78,40,60,19,0,5
81,Rockbridge County ,641,Natural Bridge Elementary,Elem,PK,5,Science,Gr 5,Science,41,60,60,7,9,7
81,Rockbridge County ,22,Rockbridge County High,High,09,12,English: Reading,End of Course,English Reading,81,81,83,26,29,23
81,Rockbridge County ,22,Rockbridge County High,High,09,12,English: Writing,End of Course,Writing,70,69,74,25,22,23
81,Rockbridge County ,22,Rockbridge County High,High,09,12,History and Social Sciences,End of Course,Geography,0,,0,0,,0
81,Rockbridge County ,22,Rockbridge County High,High,09,12,History and Social Sciences,End of Course,VA & US History,20,48,59,0,0,0
81,Rockbridge County ,22,Rockbridge County High,High,09,12,History and Social Sciences,End of Course,World History I,0,,0,0,,0
81,Rockbridge County ,22,Rockbridge County High,High,09,12,History and Social Sciences,End of Course,World History II,33,15,18,2,2,2
81,Rockbridge County ,22,Rockbridge County High,High,09,12,Mathematics,End of Course,Algebra I,67,65,72,0,1,0
81,Rockbridge County ,22,Rockbridge County High,High,09,12,Mathematics,End of Course,Algebra II,75,75,0,0,13,0
81,Rockbridge County ,22,Rockbridge County High,High,09,12,Mathematics,End of Course,Geometry,93,68,89,8,15,13
81,Rockbridge County ,22,Rockbridge County High,High,09,12,Mathematics,End of Course,Mathematics,86,0,67,29,0,0
81,Rockbridge County ,22,Rockbridge County High,High,09,12,Science,End of Course,Biology,77,70,69,8,12,4
81,Rockbridge County ,22,Rockbridge County High,High,09,12,Science,End of Course,Chemistry,67,0,44,22,0,0
81,Rockbridge County ,22,Rockbridge County High,High,09,12,Science,End of Course,Earth Science,60,17,57,5,0,4
81,Rockbridge County ,22,Rockbridge County High,High,09,12,Science,End of Course,Science,88,80,0,88,40,0
82,Rockingham County ,870,Broadway High,High,09,12,English: Reading,End of Course,English Reading,88,83,86,24,20,21
82,Rockingham County ,870,Broadway High,High,09,12,English: Writing,End of Course,Writing,,,0,,,0
82,Rockingham County ,870,Broadway High,High,09,12,History and Social Sciences,End of Course,Geography,77,75,72,8,4,0
82,Rockingham County ,870,Broadway High,High,09,12,History and Social Sciences,End of Course,VA & US History,0,33,28,0,0,0
82,Rockingham County ,870,Broadway High,High,09,12,History and Social Sciences,End of Course,World History I,0,33,0,0,0,0
82,Rockingham County ,870,Broadway High,High,09,12,History and Social Sciences,End of Course,World History II,0,0,33,0,0,0
82,Rockingham County ,870,Broadway High,High,09,12,Mathematics,End of Course,Algebra I,89,91,88,1,1,1
82,Rockingham County ,870,Broadway High,High,09,12,Mathematics,End of Course,Algebra II,0,0,,0,0,
82,Rockingham County ,870,Broadway High,High,09,12,Mathematics,End of Course,Geometry,97,85,96,13,8,2
82,Rockingham County ,870,Broadway High,High,09,12,Mathematics,End of Course,Mathematics,0,,0,0,,0
82,Rockingham County ,870,Broadway High,High,09,12,Science,End of Course,Biology,68,77,73,7,9,2
82,Rockingham County ,870,Broadway High,High,09,12,Science,End of Course,Chemistry,0,0,0,0,0,0
82,Rockingham County ,870,Broadway High,High,09,12,Science,End of Course,Earth Science,0,29,49,0,0,0
82,Rockingham County ,870,Broadway High,High,09,12,Science,End of Course,Science,0,,0,0,,0
82,Rockingham County ,861,Cub Run Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,55,44,55,5,3,2
82,Rockingham County ,861,Cub Run Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,55,56,55,10,8,7
82,Rockingham County ,861,Cub Run Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,64,53,49,5,8,5
82,Rockingham County ,861,Cub Run Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,56,57,53,17,12,13
82,Rockingham County ,861,Cub Run Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,42,48,56,6,0,3
82,Rockingham County ,861,Cub Run Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,61,48,57,8,7,3
82,Rockingham County ,861,Cub Run Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,43,47,40,3,7,8
82,Rockingham County ,861,Cub Run Elementary,Elem,PK,5,Science,Gr 5,Science,46,56,51,8,14,13
82,Rockingham County ,391,East Rockingham High,High,09,12,English: Reading,End of Course,English Reading,92,92,89,25,27,21
82,Rockingham County ,391,East Rockingham High,High,09,12,History and Social Sciences,End of Course,Geography,82,73,82,11,5,0
82,Rockingham County ,391,East Rockingham High,High,09,12,History and Social Sciences,End of Course,VA & US History,0,0,18,0,0,0
82,Rockingham County ,391,East Rockingham High,High,09,12,History and Social Sciences,End of Course,World History I,0,0,,0,0,
82,Rockingham County ,391,East Rockingham High,High,09,12,History and Social Sciences,End of Course,World History II,0,0,0,0,0,0
82,Rockingham County ,391,East Rockingham High,High,09,12,Mathematics,End of Course,Algebra I,90,82,85,3,1,2
82,Rockingham County ,391,East Rockingham High,High,09,12,Mathematics,End of Course,Algebra II,0,,0,0,,0
82,Rockingham County ,391,East Rockingham High,High,09,12,Mathematics,End of Course,Geometry,84,88,88,13,16,8
82,Rockingham County ,391,East Rockingham High,High,09,12,Mathematics,End of Course,Mathematics,,0,0,,0,0
82,Rockingham County ,391,East Rockingham High,High,09,12,Science,End of Course,Biology,76,77,79,8,6,5
82,Rockingham County ,391,East Rockingham High,High,09,12,Science,End of Course,Earth Science,,0,26,,0,0
82,Rockingham County ,391,East Rockingham High,High,09,12,Science,End of Course,Science,,0,0,,0,0
82,Rockingham County ,400,Elkton Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,67,64,29,0,3,2
82,Rockingham County ,400,Elkton Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,63,61,55,2,0,13
82,Rockingham County ,400,Elkton Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,63,46,52,7,0,2
82,Rockingham County ,400,Elkton Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,58,57,32,8,11,8
82,Rockingham County ,400,Elkton Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,54,49,38,2,0,0
82,Rockingham County ,400,Elkton Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,46,61,44,0,4,2
82,Rockingham County ,400,Elkton Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,46,44,51,0,0,3
82,Rockingham County ,400,Elkton Elementary,Elem,PK,5,Science,Gr 5,Science,50,50,64,2,2,11
82,Rockingham County ,900,Elkton Middle,Middle,06,8,English: Reading,Gr 6,English Reading,68,64,63,7,7,2
82,Rockingham County ,900,Elkton Middle,Middle,06,8,English: Reading,Gr 7,English Reading,70,66,63,7,9,5
82,Rockingham County ,900,Elkton Middle,Middle,06,8,English: Reading,Gr 8,English Reading,67,65,61,7,5,5
82,Rockingham County ,900,Elkton Middle,Middle,06,8,English: Writing,Gr 8,Writing,47,39,,6,2,
82,Rockingham County ,900,Elkton Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,67,73,68,3,10,7
82,Rockingham County ,900,Elkton Middle,Middle,06,8,Mathematics,Gr 6,Mathematics,54,56,60,2,5,4
82,Rockingham County ,900,Elkton Middle,Middle,06,8,Mathematics,Gr 7,Mathematics,40,41,53,2,3,4
82,Rockingham County ,900,Elkton Middle,Middle,06,8,Mathematics,Gr 8,Mathematics,38,21,34,0,0,0
82,Rockingham County ,900,Elkton Middle,Middle,06,8,Mathematics,End of Course,Algebra I,93,100,100,9,9,10
82,Rockingham County ,900,Elkton Middle,Middle,06,8,Mathematics,End of Course,Geometry,,0,0,,0,0
82,Rockingham County ,900,Elkton Middle,Middle,06,8,Science,Gr 8,Science,49,53,50,2,3,2
82,Rockingham County ,940,Fulks Run Elementary,Elem,PK,5,English: Reading,Gr 3,English Reading,47,39,69,0,0,6
82,Rockingham County ,940,Fulks Run Elementary,Elem,PK,5,English: Reading,Gr 4,English Reading,73,50,50,0,0,10
82,Rockingham County ,940,Fulks Run Elementary,Elem,PK,5,English: Reading,Gr 5,English Reading,61,63,57,4,0,0
82,Rockingham County ,940,Fulks Run Elementary,Elem,PK,5,History and Social Sciences,Content Specific,VA Studies,59,43,57,9,0,3
82,Rockingham County ,940,Fulks Run Elementary,Elem,PK,5,Mathematics,Gr 3,Mathematics,47,55,94,0,3,6
82,Rockingham County ,940,Fulks Run Elementary,Elem,PK,5,Mathematics,Gr 4,Mathematics,27,57,57,0,0,3
82,Rockingham County ,940,Fulks Run Elementary,Elem,PK,5,Mathematics,Gr 5,Mathematics,30,54,50,0,0,7
82,Rockingham County ,940,Fulks Run Elementary,Elem,PK,5,Science,Gr 5,Science,35,46,64,4,0,29
82,Rockingham County ,960,J. Frank Hillyard Middle,Middle,06,8,English: Reading,Gr 6,English Reading,57,60,68,7,5,5
82,Rockingham County ,960,J. Frank Hillyard Middle,Middle,06,8,English: Reading,Gr 7,English Reading,64,58,60,5,5,5
82,Rockingham County ,960,J. Frank Hillyard Middle,Middle,06,8,English: Reading,Gr 8,English Reading,50,60,64,4,5,7
82,Rockingham County ,960,J. Frank Hillyard Middle,Middle,06,8,English: Writing,Gr 8,Writing,31,39,,2,5,
82,Rockingham County ,960,J. Frank Hillyard Middle,Middle,06,8,History and Social Sciences,Content Specific,Civics & Econ,62,71,79,11,19,16
82,Rockingham County ,960,J. Frank Hillyard Middle,Middle,06,8,History and Social Sciences,End of Course,Geography,,,0,,,0
